Time, Plan
0, 1
0, 2
0.124, 3
0.241, 4
0.241, 5
0.329, 6
0.47, 7
0.487, 8
0.593, 9
0.682, 10
1.247, 11
1.424, 12
1.442, 13
1.459, 14
1.812, 15
1.812, 16
2.272, 17
2.307, 18
2.325, 19
2.325, 20
2.343, 21
2.36, 22
2.378, 23
2.484, 24
2.713, 25
2.713, 26
2.749, 27
2.749, 28
3.279, 29
3.367, 30
3.367, 31
3.526, 32
3.65, 33
3.685, 34
3.685, 35
3.738, 36
4.231, 37
4.249, 38
4.32, 39
4.39, 40
4.531, 41
4.584, 42
4.584, 43
4.602, 44
4.637, 45
4.655, 46
4.743, 47
4.76, 48
4.778, 49
4.849, 50
4.866, 51
4.955, 52
5.202, 53
5.854, 54
6.137, 55
6.42, 56
6.543, 57
6.896, 58
6.914, 59
7.002, 60
7.055, 61
7.073, 62
7.231, 63
7.231, 64
7.495, 65
7.512, 66
7.618, 67
7.653, 68
7.671, 69
7.671, 70
7.777, 71
7.795, 72
9.788, 70
9.912, 71
9.947, 72
10.123, 73
10.141, 74
10.423, 75
10.423, 76
10.635, 77
10.653, 78
10.671, 79
10.777, 80
10.936, 81
11.06, 82
11.077, 83
11.13, 84
11.289, 85
11.342, 86
11.342, 87
11.36, 88
11.36, 89
11.378, 90
11.395, 91
11.395, 92
11.501, 93
11.713, 94
11.731, 95
11.748, 96
11.748, 97
11.837, 98
11.89, 99
11.925, 100
11.996, 101
12.19, 102
12.243, 103
12.366, 104
13.568, 105
13.603, 106
13.674, 107
13.921, 108
13.992, 109
14.221, 110
14.274, 111
14.274, 112
14.327, 113
14.363, 114
14.38, 115
16.374, 113
16.392, 114
16.445, 115
18.949, 111
19.003, 112
19.003, 113
19.003, 114
19.056, 115
22.182, 109
22.217, 110
22.287, 111
22.287, 112
22.375, 113
22.393, 114
22.411, 115
24, 116
24.071, 117
24.212, 118
24.248, 119
24.265, 120
24.283, 121
24.283, 122
24.354, 123
24.371, 124
24.442, 125
24.442, 126
24.601, 127
24.601, 128
24.689, 129
24.742, 130
24.778, 131
24.831, 132
24.831, 133
24.849, 134
24.849, 135
24.866, 136
24.884, 137
24.884, 138
24.902, 139
26.896, 137
26.914, 138
26.914, 139
29.156, 140
29.669, 141
29.722, 142
29.757, 143
29.757, 144
29.775, 145
29.792, 146
29.792, 147
29.792, 148
29.934, 149
29.951, 150
29.951, 151
29.969, 152
29.969, 153
29.987, 154
31.983, 152
32, 153
32.159, 154
34.65, 150
34.667, 151
34.932, 152
35.021, 153
35.038, 154
38.165, 148
38.252, 149
38.288, 150
38.305, 151
38.694, 152
38.729, 153
38.747, 154
42.647, 146
42.665, 147
42.912, 148
43.089, 149
43.124, 150
43.3, 151
43.37, 152
43.387, 153
43.422, 154
43.511, 155
44.076, 156
44.129, 157
44.147, 158
44.147, 159
44.235, 160
44.235, 161
44.271, 162
44.624, 163
44.695, 164
44.712, 165
44.73, 166
46.724, 164
46.813, 165
47.024, 166
49.528, 162
50.181, 163
50.252, 164
50.287, 165
50.305, 166
53.421, 160
53.456, 161
53.456, 162
53.456, 163
53.578, 164
53.578, 165
53.702, 166
57.603, 158
57.603, 159
62.476, 149
62.529, 150
62.618, 151
62.671, 152
62.671, 153
62.724, 154
63.058, 155
63.517, 156
63.605, 157
63.623, 158
63.623, 159
63.641, 160
63.641, 161
63.658, 162
63.729, 163
63.87, 164
63.959, 165
64.118, 166
64.206, 167
64.242, 168
64.33, 169
64.348, 170
66.362, 168
66.45, 169
66.803, 170
69.31, 166
69.346, 167
69.346, 168
69.487, 169
69.487, 170
72.613, 164
72.825, 165
72.878, 166
72.895, 167
72.913, 168
72.931, 169
72.931, 170
76.849, 162
77.008, 163
81.9, 153
81.953, 154
82.324, 155
82.342, 156
82.377, 157
82.448, 158
82.465, 159
82.73, 160
82.748, 161
82.818, 162
88.926, 150
88.961, 151
89.262, 152
89.403, 153
89.421, 154
89.438, 155
89.456, 156
89.474, 157
89.474, 158
90.446, 159
90.57, 160
90.57, 161
90.605, 162
91.399, 163
91.399, 164
91.417, 165
91.435, 166
91.435, 167
91.452, 168
91.47, 169
91.488, 170
91.735, 171
91.77, 172
91.929, 173
91.947, 174
91.982, 175
92, 176
92.124, 177
92.124, 178
92.141, 179
92.141, 180
92.159, 181
92.159, 182
92.159, 183
92.177, 184
92.318, 185
92.336, 186
92.336, 187
94.347, 185
94.524, 186
94.541, 187
97.031, 183
97.049, 184
97.153, 185
97.153, 186
97.153, 187
97.171, 188
97.189, 189
97.206, 190
97.224, 191
97.33, 192
97.348, 193
97.365, 194
98.76, 195
99.219, 196
99.237, 197
99.325, 198
101.32, 196
101.373, 197
101.462, 198
101.691, 199
101.903, 200
101.921, 201
101.921, 202
102.08, 203
102.133, 204
103.228, 205
103.246, 206
103.317, 207
103.317, 208
103.458, 209
103.952, 210
104.129, 211
104.129, 212
104.199, 213
104.605, 214
105.117, 215
105.205, 216
105.205, 217
105.276, 218
107.269, 216
107.322, 217
107.339, 218
109.843, 214
110.479, 215
110.532, 216
110.549, 217
110.778, 218
113.899, 212
113.934, 213
113.969, 214
113.969, 215
117.885, 207
117.885, 208
118.044, 209
118.062, 210
118.132, 211
118.203, 212
118.221, 213
118.309, 214
118.327, 215
123.193, 205
123.229, 206
123.387, 207
123.387, 208
123.617, 209
123.687, 210
123.793, 211
129.899, 199
130.111, 200
130.129, 201
130.129, 202
130.5, 203
130.518, 204
130.624, 205
130.624, 206
130.747, 207
130.783, 208
130.818, 209
131.047, 210
131.065, 211
131.383, 212
131.383, 213
131.454, 214
131.454, 215
131.507, 216
131.507, 217
131.56, 218
131.666, 219
131.825, 220
131.878, 221
132.302, 222
132.548, 223
132.655, 224
132.849, 225
132.884, 226
132.884, 227
132.884, 228
132.902, 229
132.902, 230
133.308, 231
133.308, 232
133.414, 233
133.414, 234
133.467, 235
135.462, 233
135.48, 234
135.498, 235
135.886, 236
136.169, 237
136.169, 238
136.169, 239
136.204, 240
136.257, 241
136.293, 242
136.31, 243
136.31, 244
136.346, 245
136.363, 246
136.593, 247
136.664, 248
136.664, 249
136.699, 250
136.735, 251
137.81, 252
137.934, 253
137.952, 254
138.146, 255
138.464, 256
138.517, 257
138.517, 258
140.532, 256
140.62, 257
140.672, 258
143.162, 254
143.198, 255
143.321, 256
143.339, 257
143.71, 258
146.853, 252
146.87, 253
146.87, 254
146.923, 255
147.012, 256
147.047, 257
147.135, 258
151.038, 250
151.144, 251
156.032, 241
156.068, 242
156.085, 243
156.085, 244
156.421, 245
156.492, 246
157.146, 247
157.322, 248
157.358, 249
157.645, 250
163.75, 238
163.767, 239
163.785, 240
163.873, 241
163.891, 242
163.909, 243
163.909, 244
164.138, 245
164.226, 246
164.226, 247
164.279, 248
164.296, 249
164.349, 250
171.979, 236
172.663, 237
172.697, 238
172.697, 239
172.697, 240
172.749, 241
173.065, 242
173.276, 243
173.506, 244
173.699, 245
173.734, 246
173.752, 247
173.805, 248
