Time, Catch
22.62, 1
24.295, 2
26.114, 3
26.803, 4
27.81, 5
28.445, 6
30.317, 7
30.476, 8
31.905, 9
32.346, 10
34.271, 11
34.447, 12
35.683, 13
36.194, 14
37.977, 15
38.136, 16
39.6, 17
39.989, 18
41.117, 19
41.523, 20
42.654, 21
43.768, 22
45.109, 23
45.445, 24
46.628, 25
47.688, 26
48.324, 27
49.065, 28
50.282, 29
50.74, 30
51.817, 31
52.716, 32
54.04, 33
54.464, 34
55.664, 35
56.899, 36
57.834, 37
58.435, 38
59.071, 39
60.925, 40
61.982, 41
62.106, 42
63.216, 43
64.187, 44
65.265, 45
65.919, 46
67.102, 47
67.597, 48
69.151, 49
69.645, 50
71.057, 51
71.57, 52
73.123, 53
73.759, 54
74.712, 55
75.382, 56
76.458, 57
77.182, 58
79.013, 59
79.313, 60
80.39, 61
80.814, 62
82.404, 63
82.475, 64
84.31, 65
84.451, 66
85.917, 67
86.604, 68
87.752, 69
88.281, 70
89.675, 71
90.223, 72
91.937, 73
92.008, 74
93.65, 75
93.791, 76
95.626, 77
96.298, 78
97.513, 79
97.619, 80
99.385, 81
99.844, 82
101.113, 83
101.502, 84
103.001, 85
103.761, 86
104.713, 87
105.224, 88
106.937, 89
107.061, 90
108.651, 91
109.197, 92
110.468, 93
110.574, 94
112.181, 95
112.941, 96
114.015, 97
114.333, 98
115.852, 99
116.947, 100
117.671, 101
117.901, 102
119.525, 103
120.973, 104
121.45, 105
121.927, 106
123.145, 107
124.185, 108
125.473, 109
125.473, 110
127.182, 111
128.17, 112
128.24, 113
129.352, 114
130.994, 115
131.771, 116
132.618, 117
132.653, 118
134.667, 119
135.267, 120
135.884, 121
136.609, 122
138.674, 123
138.851, 124
139.804, 125
140.474, 126
142.787, 127
142.999, 128
143.758, 129
144.093, 130
145.961, 131
146.666, 132
147.549, 133
147.779, 134
149.423, 135
150.817, 136
151.012, 137
151.719, 138
152.92, 139
154.437, 140
154.984, 141
155.355, 142
