Time, Catch
27.458, 1
29.15, 2
30.757, 3
31.815, 4
32.465, 5
32.889, 6
34.032, 7
34.61, 8
35.597, 9
36.303, 10
36.815, 11
37.433, 12
38.299, 13
39.341, 14
39.783, 15
41.053, 16
41.352, 17
42.094, 18
43.171, 19
43.576, 20
45.148, 21
45.201, 22
46.649, 23
47.073, 24
47.585, 25
49.032, 26
49.049, 27
50.673, 28
51.185, 29
51.838, 30
52.826, 31
53.445, 32
54.486, 33
54.592, 34
55.951, 35
56.833, 36
57.275, 37
58.14, 38
58.667, 39
59.779, 40
60.715, 41
60.945, 42
62.146, 43
62.146, 44
63.91, 45
64.263, 46
65.04, 47
66.028, 48
66.205, 49
67.901, 50
68.466, 51
69.19, 52
70.073, 53
70.302, 54
71.644, 55
72.085, 56
73.092, 57
74.255, 58
74.59, 59
75.597, 60
76.268, 61
77.452, 62
78.087, 63
78.475, 64
79.461, 65
80.026, 66
81.281, 67
82.323, 68
82.606, 69
83.649, 70
83.914, 71
85.15, 72
86.368, 73
86.773, 74
87.675, 75
88.415, 76
89.211, 77
90.112, 78
90.693, 79
91.824, 80
92.001, 81
93.272, 82
94.189, 83
94.61, 84
95.562, 85
96.513, 86
96.831, 87
98.067, 88
98.721, 89
99.868, 90
100.645, 91
101.211, 92
102.129, 93
102.747, 94
103.912, 95
104.425, 96
105.202, 97
105.873, 98
106.844, 99
107.639, 100
107.993, 101
109.332, 102
110.356, 103
110.921, 104
112.031, 105
112.544, 106
113.816, 107
114.222, 108
115.193, 109
115.758, 110
116.57, 111
117.875, 112
118.334, 113
119.288, 114
120.065, 115
120.772, 116
122.026, 117
122.327, 118
122.768, 119
124.375, 120
124.533, 121
125.681, 122
126.369, 123
126.967, 124
128.338, 125
128.531, 126
