Time, Plan
0, 1
0, 2
0, 3
0, 4
0, 5
0, 6
0, 7
0.344, 8
0.959, 9
0.959, 10
0.959, 11
0.977, 12
0.977, 13
1.048, 14
1.048, 15
1.048, 16
1.048, 17
1.083, 18
1.083, 19
1.083, 20
1.083, 21
1.083, 22
1.083, 23
1.101, 24
1.101, 25
1.118, 26
1.136, 27
1.136, 28
1.154, 29
1.189, 30
1.189, 31
1.189, 32
1.207, 33
3.203, 31
3.22, 32
3.22, 33
3.22, 34
3.22, 35
3.237, 36
3.237, 37
3.255, 38
3.255, 39
3.255, 40
3.255, 41
5.251, 39
5.251, 40
5.357, 41
5.357, 42
5.357, 43
5.357, 44
5.357, 45
5.41, 46
5.41, 47
5.41, 48
7.405, 46
7.423, 47
7.423, 48
9.93, 44
9.93, 45
9.947, 46
9.947, 47
9.947, 48
13.088, 42
13.159, 43
13.159, 44
13.159, 45
13.176, 46
13.176, 47
13.176, 48
17.091, 40
17.268, 41
17.268, 42
17.268, 43
17.268, 44
17.268, 45
17.286, 46
17.303, 47
17.303, 48
17.498, 49
19.51, 47
19.51, 48
19.581, 49
20.322, 50
20.41, 51
22.388, 52
22.406, 53
22.406, 54
22.406, 55
22.406, 56
24.4, 54
24.416, 55
24.416, 56
26.922, 52
26.922, 53
26.975, 54
26.992, 55
26.992, 56
30.118, 50
30.171, 51
30.875, 52
30.893, 53
30.91, 54
30.91, 55
30.91, 56
34.812, 48
34.918, 49
39.804, 39
39.804, 40
39.927, 41
39.945, 42
39.945, 43
39.945, 44
39.945, 45
39.945, 46
39.963, 47
39.963, 48
39.963, 49
39.963, 50
39.963, 51
39.963, 52
39.963, 53
40.069, 54
40.086, 55
40.086, 56
40.086, 57
42.082, 55
42.1, 56
42.1, 57
44.588, 53
44.605, 54
44.605, 55
44.658, 56
44.658, 57
44.8, 58
44.834, 59
45.046, 60
45.063, 61
45.063, 62
45.063, 63
45.063, 64
47.072, 62
47.072, 63
47.107, 64
47.125, 65
47.16, 66
47.213, 67
47.231, 68
47.231, 69
47.249, 70
47.249, 71
47.266, 72
47.266, 73
47.266, 74
47.284, 75
47.302, 76
47.319, 77
47.319, 78
47.319, 79
47.337, 80
47.743, 81
47.743, 82
47.743, 83
47.761, 84
47.761, 85
47.83, 86
47.83, 87
47.83, 88
47.847, 89
47.847, 90
49.86, 88
49.86, 89
49.86, 90
49.895, 91
49.895, 92
49.913, 93
49.931, 94
49.931, 95
49.931, 96
49.931, 97
49.948, 98
49.948, 99
49.948, 100
49.948, 101
49.966, 102
49.966, 103
49.966, 104
49.966, 105
49.966, 106
49.984, 107
49.984, 108
51.976, 106
52.029, 107
52.029, 108
54.531, 104
54.531, 105
54.531, 106
54.548, 107
54.566, 108
57.683, 102
57.701, 103
57.701, 104
57.701, 105
57.701, 106
57.701, 107
57.701, 108
58.704, 109
59.64, 110
59.64, 111
59.657, 112
59.657, 113
59.657, 114
59.657, 115
59.657, 116
61.666, 114
61.684, 115
61.684, 116
64.186, 112
64.186, 113
64.204, 114
64.239, 115
64.257, 116
67.377, 110
67.377, 111
67.377, 112
67.465, 113
67.57, 114
67.57, 115
67.588, 116
71.482, 108
71.517, 109
71.517, 110
71.517, 111
71.517, 112
71.517, 113
71.517, 114
71.517, 115
71.535, 116
76.412, 106
76.412, 107
76.412, 108
76.43, 109
82.534, 97
82.569, 98
82.587, 99
82.605, 100
84.123, 101
84.123, 102
84.141, 103
84.141, 104
84.141, 105
84.141, 106
84.141, 107
84.159, 108
84.159, 109
84.159, 110
84.159, 111
84.159, 112
84.176, 113
84.194, 114
84.194, 115
84.212, 116
84.212, 117
84.212, 118
84.247, 119
84.265, 120
84.265, 121
84.265, 122
84.265, 123
84.265, 124
84.353, 125
84.388, 126
84.388, 127
84.388, 128
84.406, 129
84.406, 130
84.406, 131
84.406, 132
84.424, 133
84.424, 134
84.424, 135
84.459, 136
84.477, 137
84.494, 138
84.494, 139
84.494, 140
84.512, 141
84.583, 142
84.583, 143
84.583, 144
84.583, 145
84.6, 146
84.618, 147
84.653, 148
84.688, 149
84.688, 150
84.794, 151
84.794, 152
84.794, 153
84.812, 154
84.812, 155
84.83, 156
84.83, 157
84.83, 158
84.83, 159
84.83, 160
84.847, 161
84.847, 162
84.883, 163
84.883, 164
86.897, 162
86.897, 163
86.897, 164
89.385, 160
89.403, 161
89.403, 162
89.403, 163
89.403, 164
92.526, 158
92.526, 159
92.597, 160
92.597, 161
92.632, 162
92.632, 163
92.632, 164
96.547, 156
96.547, 157
96.547, 158
96.547, 159
96.564, 160
96.564, 161
96.582, 162
96.582, 163
96.582, 164
96.953, 165
96.971, 166
96.971, 167
97.006, 168
97.006, 169
97.395, 170
97.395, 171
97.448, 172
97.448, 173
97.448, 174
97.448, 175
97.465, 176
97.483, 177
97.483, 178
97.483, 179
97.501, 180
97.501, 181
97.501, 182
97.536, 183
99.545, 181
99.562, 182
99.58, 183
99.58, 184
99.58, 185
99.58, 186
99.598, 187
99.615, 188
99.615, 189
99.633, 190
99.633, 191
99.633, 192
99.633, 193
99.633, 194
99.668, 195
99.668, 196
99.686, 197
99.686, 198
99.686, 199
99.898, 200
99.915, 201
99.951, 202
99.951, 203
99.951, 204
99.951, 205
99.951, 206
99.951, 207
99.951, 208
99.968, 209
99.986, 210
100.021, 211
100.021, 212
100.039, 213
100.181, 214
100.181, 215
100.198, 216
100.198, 217
100.198, 218
100.216, 219
100.216, 220
100.251, 221
100.251, 222
100.251, 223
100.251, 224
100.251, 225
100.251, 226
100.251, 227
100.251, 228
100.251, 229
100.251, 230
100.287, 231
100.287, 232
102.283, 230
102.318, 231
102.318, 232
104.807, 228
104.807, 229
104.825, 230
104.825, 231
104.86, 232
107.984, 226
107.984, 227
108.002, 228
108.002, 229
108.002, 230
108.037, 231
108.037, 232
111.936, 224
111.936, 225
111.954, 226
111.954, 227
111.954, 228
111.972, 229
111.989, 230
111.989, 231
111.989, 232
111.989, 233
111.989, 234
111.989, 235
111.989, 236
111.989, 237
112.007, 238
112.007, 239
112.007, 240
112.025, 241
114.037, 239
114.037, 240
114.037, 241
116.526, 237
116.544, 238
116.544, 239
116.544, 240
116.827, 241
119.951, 235
119.969, 236
119.969, 237
119.969, 238
119.969, 239
119.986, 240
120.11, 241
120.128, 242
120.128, 243
120.128, 244
120.18, 245
120.198, 246
120.198, 247
120.198, 248
120.233, 249
120.233, 250
120.233, 251
120.233, 252
120.233, 253
120.251, 254
120.251, 255
120.251, 256
120.251, 257
120.374, 258
120.374, 259
120.374, 260
120.374, 261
120.374, 262
120.392, 263
120.392, 264
122.403, 262
122.403, 263
122.403, 264
124.91, 260
124.91, 261
124.928, 262
124.928, 263
124.946, 264
128.072, 258
128.072, 259
128.09, 260
128.09, 261
128.09, 262
128.09, 263
128.283, 264
132.2, 256
132.2, 257
137.073, 247
137.073, 248
137.144, 249
137.32, 250
137.338, 251
137.356, 252
137.373, 253
137.373, 254
137.373, 255
137.373, 256
