Time, Plan
0.469, 1
1.156, 2
1.297, 3
1.545, 4
1.703, 5
2.389, 6
2.619, 7
3.061, 8
3.803, 9
4.014, 10
4.103, 11
4.156, 12
4.491, 13
4.826, 14
5.39, 15
5.443, 16
6.519, 17
6.73, 18
7.031, 19
7.384, 20
8.689, 21
9.201, 22
9.571, 23
9.606, 24
15.607, 22
16.083, 23
16.119, 24
23.621, 20
23.709, 21
23.797, 22
24.715, 23
25.368, 24
34.745, 18
35.592, 19
35.787, 20
36.282, 21
36.405, 22
37.164, 23
37.304, 24
40.499, 25
40.675, 26
40.993, 27
41.893, 28
41.963, 29
44.55, 30
44.603, 31
44.638, 32
45.257, 33
45.538, 34
49.21, 35
49.21, 36
49.687, 37
49.722, 38
51.788, 39
52.3, 40
52.706, 41
52.935, 42
53.006, 43
54.56, 44
55.512, 45
55.618, 46
55.653, 47
55.988, 48
56.411, 49
56.923, 50
57.135, 51
57.734, 52
58.651, 53
59.304, 54
59.568, 55
60.556, 56
60.609, 57
60.91, 58
60.997, 59
61.192, 60
61.616, 61
64.139, 62
64.333, 63
64.81, 64
65.322, 65
65.41, 66
65.604, 67
66.046, 68
67.933, 69
68.056, 70
68.955, 71
69.043, 72
69.113, 73
69.201, 74
69.643, 75
69.766, 76
70.243, 77
71.708, 78
71.743, 79
71.761, 80
71.796, 81
73.277, 82
73.682, 83
75.5, 84
77.195, 85
77.301, 86
77.513, 87
77.796, 88
80.549, 89
80.566, 90
81.132, 91
83.498, 92
85.877, 93
86.618, 94
87.448, 95
87.466, 96
88.508, 97
90.201, 98
90.237, 99
90.784, 100
90.961, 101
91.297, 102
92.02, 103
92.108, 104
92.302, 105
98.305, 103
98.499, 104
99.382, 105
100.83, 106
101.236, 107
101.625, 108
102.717, 109
103.839, 110
105.799, 111
105.993, 112
106.188, 113
106.4, 114
106.964, 115
107.23, 116
108.148, 117
108.343, 118
108.396, 119
108.465, 120
108.872, 121
109.207, 122
109.401, 123
109.419, 124
109.843, 125
110.654, 126
112.049, 127
112.509, 128
113.232, 129
114.803, 130
120.809, 128
121.286, 129
122.558, 130
130.044, 126
132.958, 127
133.346, 128
133.505, 129
133.857, 130
143.232, 126
144.236, 127
