Time, Plan
0.234, 1
1.166, 2
1.484, 3
1.766, 4
1.925, 5
1.96, 6
2.225, 7
2.261, 8
2.313, 9
2.331, 10
2.632, 11
2.826, 12
3.25, 13
3.815, 14
3.938, 15
4.571, 16
4.624, 17
4.783, 18
4.978, 19
5.012, 20
5.065, 21
5.436, 22
6.001, 23
6.124, 24
7.024, 25
7.412, 26
7.447, 27
7.483, 28
7.641, 29
7.8, 30
7.835, 31
7.888, 32
7.941, 33
8.383, 34
8.4, 35
14.403, 33
14.95, 34
15.003, 35
15.038, 36
15.214, 37
16.379, 38
16.855, 39
17.367, 40
17.543, 41
18.85, 42
19.609, 43
20.014, 44
20.067, 45
20.138, 46
20.385, 47
20.474, 48
22.612, 49
22.965, 50
23.106, 51
24.532, 52
24.55, 53
24.585, 54
24.638, 55
24.656, 56
24.833, 57
26.493, 58
26.722, 59
31.274, 60
31.469, 61
37.467, 59
37.502, 60
37.732, 61
37.873, 62
37.962, 63
38.809, 64
39.304, 65
39.852, 66
40.258, 67
40.894, 68
41.459, 69
41.477, 70
42.73, 71
42.748, 72
43.896, 73
44.126, 74
44.638, 75
45.713, 76
46.701, 77
47.514, 78
53.525, 76
53.79, 77
55.168, 78
62.656, 74
62.814, 75
62.831, 76
62.849, 77
62.973, 78
72.345, 72
72.769, 73
73.069, 74
73.792, 75
73.951, 76
74.376, 77
75.136, 78
86.854, 70
