Time, Plan
0, 1
0, 2
0, 3
0.132, 4
0.132, 5
0.132, 6
0.132, 7
0.132, 8
0.132, 9
0.209, 10
0.209, 11
0.209, 12
0.331, 13
0.331, 14
0.331, 15
0.331, 16
0.349, 17
0.367, 18
0.367, 19
0.384, 20
0.384, 21
0.384, 22
0.384, 23
0.384, 24
0.384, 25
0.402, 26
0.402, 27
0.402, 28
0.402, 29
0.426, 30
0.426, 31
0.426, 32
0.426, 33
0.426, 34
0.438, 35
0.438, 36
0.438, 37
0.438, 38
0.454, 39
0.525, 40
0.525, 41
0.525, 42
0.525, 43
0.525, 44
0.525, 45
0.525, 46
0.525, 47
0.525, 48
0.525, 49
0.542, 50
0.542, 51
0.542, 52
0.542, 53
0.56, 54
0.578, 55
1.001, 56
1.001, 57
2.007, 55
2.007, 56
2.007, 57
3.258, 53
3.258, 54
3.294, 55
3.294, 56
3.294, 57
3.311, 58
3.311, 59
3.311, 60
3.329, 61
3.329, 62
3.329, 63
3.347, 64
4.348, 62
4.348, 63
4.417, 64
5.668, 60
5.668, 61
5.668, 62
5.703, 63
5.703, 64
7.273, 58
7.344, 59
7.344, 60
7.344, 61
7.344, 62
7.397, 63
7.397, 64
9.356, 56
9.356, 57
11.794, 47
11.794, 48
11.794, 49
11.794, 50
11.794, 51
11.794, 52
11.794, 53
11.953, 54
15.007, 42
15.007, 43
15.007, 44
15.025, 45
15.025, 46
15.025, 47
15.785, 48
15.785, 49
15.785, 50
15.82, 51
15.82, 52
15.82, 53
15.838, 54
15.856, 55
15.856, 56
15.856, 57
15.856, 58
15.873, 59
15.873, 60
15.873, 61
15.873, 62
15.891, 63
15.891, 64
16.28, 65
17.287, 63
17.287, 64
17.304, 65
17.428, 66
17.428, 67
17.428, 68
17.428, 69
17.428, 70
17.428, 71
17.428, 72
17.446, 73
17.499, 74
17.516, 75
17.516, 76
17.534, 77
17.534, 78
17.534, 79
17.534, 80
17.552, 81
17.552, 82
17.552, 83
17.57, 84
17.57, 85
18.577, 83
18.595, 84
18.595, 85
18.736, 86
18.736, 87
18.736, 88
19.743, 86
19.743, 87
19.743, 88
19.743, 89
19.743, 90
19.743, 91
19.796, 92
19.796, 93
19.796, 94
19.796, 95
19.813, 96
19.813, 97
19.813, 98
19.813, 99
19.813, 100
19.813, 101
19.849, 102
19.866, 103
19.866, 104
19.866, 105
20.873, 103
21.191, 104
21.191, 105
21.208, 106
21.226, 107
21.226, 108
21.226, 109
21.226, 110
21.226, 111
21.226, 112
21.297, 113
21.297, 114
21.297, 115
21.297, 116
21.297, 117
21.314, 118
21.314, 119
21.332, 120
21.332, 121
21.826, 122
21.826, 123
21.826, 124
22.833, 122
22.851, 123
22.868, 124
23.522, 125
23.54, 126
23.54, 127
23.54, 128
23.54, 129
23.593, 130
23.593, 131
23.61, 132
23.61, 133
23.61, 134
23.628, 135
23.646, 136
23.646, 137
23.663, 138
23.663, 139
23.663, 140
23.663, 141
23.681, 142
23.699, 143
23.699, 144
23.734, 145
23.752, 146
23.752, 147
23.752, 148
23.752, 149
23.752, 150
23.769, 151
23.769, 152
23.946, 153
23.964, 154
23.964, 155
23.964, 156
23.964, 157
23.964, 158
23.964, 159
23.982, 160
24.017, 161
24.017, 162
24.017, 163
24.017, 164
24.035, 165
24.035, 166
24.035, 167
24.035, 168
24.035, 169
24.123, 170
24.158, 171
24.158, 172
24.158, 173
24.158, 174
24.176, 175
24.176, 176
24.211, 177
24.211, 178
24.211, 179
24.211, 180
24.229, 181
24.229, 182
24.229, 183
24.247, 184
24.247, 185
24.247, 186
24.247, 187
24.264, 188
24.264, 189
24.264, 190
24.264, 191
24.264, 192
24.264, 193
24.3, 194
24.317, 195
24.335, 196
24.335, 197
24.37, 198
24.406, 199
24.406, 200
24.406, 201
24.529, 202
27.573, 203
27.749, 204
28.91, 205
28.91, 206
30.937, 207
31.007, 208
33.067, 209
33.067, 210
35.104, 211
35.104, 212
36.655, 213
36.691, 214
