Time, Catch
22.699, 1
24.642, 2
26.459, 3
26.546, 4
28.628, 5
29.14, 6
30.252, 7
30.499, 8
32.192, 9
32.563, 10
33.676, 11
33.853, 12
35.955, 13
36.644, 14
37.544, 15
37.633, 16
40.104, 17
40.528, 18
41.604, 19
41.604, 20
43.672, 21
44.686, 22
45.264, 23
46.447, 24
47.626, 25
48.227, 26
49.105, 27
49.669, 28
51.697, 29
51.749, 30
53.213, 31
53.88, 32
55.131, 33
55.273, 34
57.402, 35
58.073, 36
58.99, 37
59.042, 38
61.174, 39
61.227, 40
62.83, 41
62.989, 42
65.104, 43
65.14, 44
66.148, 45
66.307, 46
68.704, 47
69.111, 48
70.044, 49
70.168, 50
72.566, 51
72.601, 52
74.258, 53
74.418, 54
76.353, 55
76.353, 56
77.994, 57
78.221, 58
79.754, 59
80.601, 60
81.802, 61
82.489, 62
83.247, 63
83.758, 64
85.397, 65
85.644, 66
86.842, 67
87.336, 68
88.518, 69
89.627, 70
90.844, 71
91.567, 72
92.431, 73
93.755, 74
95.2, 75
95.236, 76
96.521, 77
97.128, 78
98.766, 79
99.242, 80
99.893, 81
101.529, 82
102.725, 83
103.29, 84
104.188, 85
104.876, 86
106.233, 87
107.273, 88
108.172, 89
108.401, 90
110.603, 91
111.133, 92
112.316, 93
112.422, 94
114.116, 95
115.649, 96
116.511, 97
116.528, 98
118.109, 99
119.184, 100
120.116, 101
120.399, 102
121.72, 103
123.189, 104
123.682, 105
124.335, 106
125.869, 107
127.085, 108
127.491, 109
128.18, 110
129.645, 111
130.544, 112
131.091, 113
132.27, 114
133.825, 115
134.708, 116
135.448, 117
135.466, 118
137.268, 119
137.78, 120
139.016, 121
139.14, 122
141.188, 123
141.611, 124
142.934, 125
143.357, 126
145.351, 127
145.793, 128
146.746, 129
147.471, 130
149.428, 131
149.516, 132
150.84, 133
151.352, 134
153.186, 135
153.751, 136
154.968, 137
155.321, 138
156.96, 139
157.101, 140
158.67, 141
158.776, 142
160.896, 143
161.302, 144
162.68, 145
163.157, 146
164.181, 147
165.399, 148
166.158, 149
166.987, 150
168.683, 151
168.93, 152
169.689, 153
170.678, 154
171.72, 155
173.028, 156
173.151, 157
174.756, 158
176.011, 159
176.974, 160
177.681, 161
178.229, 162
