Time, Plan
0.702, 1
3.717, 2
3.752, 3
4.705, 4
4.917, 5
6.523, 6
6.788, 7
6.876, 8
7.14, 9
7.193, 10
7.687, 11
8.482, 12
11.731, 13
11.749, 14
11.837, 15
11.961, 16
13.002, 17
13.743, 18
13.885, 19
13.902, 20
14.731, 21
15.437, 22
15.667, 23
15.755, 24
16.85, 25
16.85, 26
16.903, 27
16.974, 28
17.874, 29
19.814, 30
19.814, 31
25.818, 29
26.224, 30
26.224, 31
26.313, 32
26.454, 33
26.789, 34
27.161, 35
28.077, 36
29.045, 37
29.24, 38
29.698, 39
29.822, 40
30.509, 41
30.562, 42
31.215, 43
32.134, 44
32.17, 45
32.329, 46
33.053, 47
34.377, 48
34.642, 49
34.748, 50
34.748, 51
36.055, 52
36.708, 53
36.814, 54
36.92, 55
36.973, 56
37.132, 57
37.185, 58
38.015, 59
40.521, 60
41.756, 61
42.163, 62
42.868, 63
43.52, 64
44.562, 65
44.827, 66
44.88, 67
45.549, 68
46.467, 69
46.555, 70
46.82, 71
48.055, 72
48.902, 73
48.937, 74
50.86, 75
52.781, 76
53.558, 77
53.682, 78
53.946, 79
54.882, 80
55.165, 81
55.728, 82
55.993, 83
56.77, 84
56.806, 85
56.947, 86
57.177, 87
57.212, 88
57.423, 89
58.216, 90
58.216, 91
58.974, 92
59.344, 93
59.362, 94
59.962, 95
61.393, 96
61.693, 97
61.852, 98
62.259, 99
64.501, 100
64.907, 101
66.709, 102
66.78, 103
67.238, 104
69.216, 105
69.234, 106
71.331, 107
72.638, 108
73.786, 109
73.839, 110
79.843, 108
79.931, 109
81.269, 110
81.393, 111
81.481, 112
81.552, 113
82.736, 114
83.74, 115
84.515, 116
84.745, 117
84.921, 118
85.522, 119
87.5, 120
87.694, 121
88.436, 122
88.542, 123
90.149, 124
91.401, 125
91.454, 126
91.507, 127
92.708, 128
93.696, 129
94.049, 130
94.772, 131
95.072, 132
96.131, 133
97.4, 134
97.595, 135
97.842, 136
98.706, 137
100.614, 138
101.938, 139
101.991, 140
102.715, 141
102.944, 142
104.782, 143
105.63, 144
105.877, 145
106.125, 146
106.231, 147
106.584, 148
106.867, 149
107.732, 150
108.156, 151
108.385, 152
109.428, 153
109.656, 154
109.886, 155
110.063, 156
111.068, 157
112.566, 158
113.289, 159
113.413, 160
113.73, 161
114.154, 162
114.86, 163
115.178, 164
115.548, 165
116.553, 166
116.677, 167
117.278, 168
117.561, 169
118.566, 170
124.568, 168
124.744, 169
124.78, 170
128.134, 171
131.065, 172
131.487, 173
131.946, 174
132.017, 175
134.806, 176
138.355, 177
139.451, 178
140.016, 179
140.193, 180
140.829, 181
140.97, 182
141.041, 183
141.694, 184
141.888, 185
142.577, 186
142.789, 187
143.142, 188
143.301, 189
143.584, 190
143.761, 191
143.955, 192
145.333, 193
146.393, 194
146.781, 195
152.783, 193
152.853, 194
153.065, 195
153.313, 196
153.79, 197
153.949, 198
154.019, 199
154.708, 200
155.715, 201
155.909, 202
156.279, 203
156.685, 204
156.967, 205
158.044, 206
158.186, 207
158.626, 208
158.873, 209
159.789, 210
161.75, 211
161.839, 212
161.874, 213
162.263, 214
162.422, 215
163.959, 216
164.047, 217
164.295, 218
164.454, 219
166.29, 220
166.413, 221
167.489, 222
167.754, 223
167.806, 224
168.919, 225
168.936, 226
169.607, 227
171.726, 228
171.938, 229
172.009, 230
172.698, 231
172.91, 232
173.564, 233
174.005, 234
