Time, Plan
0, 1
3.651, 2
3.704, 3
5.998, 4
6.033, 5
6.033, 6
6.263, 7
6.599, 8
6.616, 9
6.863, 10
7.091, 11
8.249, 12
12.257, 10
12.292, 11
12.521, 12
13.825, 13
14.089, 14
15.694, 15
16.821, 16
20.826, 14
21.197, 15
21.374, 16
21.409, 17
21.497, 18
22.54, 19
22.787, 20
26.775, 21
26.793, 22
26.917, 23
27.463, 24
31.469, 22
31.822, 23
31.875, 24
31.91, 25
32.775, 26
33.499, 27
33.517, 28
33.694, 29
34.03, 30
34.188, 31
34.418, 32
34.435, 33
34.506, 34
36.379, 35
36.414, 36
36.45, 37
37.88, 38
38.003, 39
38.056, 40
38.408, 41
38.814, 42
40.281, 43
40.351, 44
43, 45
43.018, 46
43.124, 47
44.527, 48
44.704, 49
44.858, 50
44.875, 51
46.27, 52
46.447, 53
46.534, 54
46.885, 55
48.474, 56
48.684, 57
48.965, 58
49.07, 59
49.388, 60
49.951, 61
53.951, 59
54.445, 60
54.585, 61
54.638, 62
54.867, 63
54.937, 64
55.096, 65
55.326, 66
55.414, 67
55.626, 68
55.908, 69
55.908, 70
56.226, 71
56.612, 72
56.629, 73
56.681, 74
56.698, 75
56.803, 76
57.102, 77
57.402, 78
57.649, 79
57.702, 80
58.426, 81
60.768, 82
60.997, 83
61.808, 84
62.055, 85
63.483, 86
64.314, 87
64.578, 88
65.104, 89
65.193, 90
65.193, 91
65.193, 92
65.316, 93
65.955, 94
66.237, 95
66.87, 96
67.47, 97
69.058, 98
69.146, 99
73.147, 97
75.245, 98
75.298, 99
80.284, 95
81.078, 96
82.471, 97
83.265, 98
83.265, 99
89.521, 93
89.839, 94
89.856, 95
90.474, 96
92.572, 97
96.786, 98
96.805, 99
96.805, 100
97.321, 101
97.357, 102
97.938, 103
98.625, 104
98.677, 105
98.713, 106
99.418, 107
100.49, 108
101.671, 109
101.688, 110
101.953, 111
102.11, 112
102.46, 113
102.884, 114
104.524, 115
104.541, 116
104.63, 117
104.665, 118
105.069, 119
105.281, 120
105.493, 121
106.057, 122
106.163, 123
106.198, 124
106.375, 125
106.445, 126
106.516, 127
107.238, 128
107.256, 129
107.397, 130
107.661, 131
111.662, 129
112.157, 130
112.245, 131
112.263, 132
115.263, 133
116.858, 134
116.964, 135
117.017, 136
117.052, 137
117.087, 138
117.105, 139
117.211, 140
117.915, 141
118.002, 142
118.285, 143
118.708, 144
120.152, 145
120.364, 146
120.61, 147
120.84, 148
121.243, 149
121.402, 150
122.053, 151
122.141, 152
122.194, 153
122.512, 154
123.735, 155
124.052, 156
124.229, 157
124.353, 158
124.37, 159
124.511, 160
124.776, 161
125.445, 162
125.498, 163
129.504, 161
129.521, 162
129.574, 163
129.574, 164
129.927, 165
133.931, 163
134.266, 164
134.355, 165
134.831, 166
137.091, 167
141.082, 165
141.259, 166
146.252, 162
146.305, 163
147.524, 164
147.75, 165
147.856, 166
148.297, 167
154.545, 161
155.886, 162
156.748, 163
159.483, 164
159.536, 165
159.996, 166
160.331, 167
168.135, 159
168.7, 160
169.212, 161
169.671, 162
169.689, 163
