Time, Plan, Executed
10.883, 154, 1
10.883, 155, 1
10.9, 156, 1
10.9, 157, 1
10.918, 158, 1
10.918, 159, 1
10.918, 160, 1
10.918, 161, 1
10.918, 162, 1
10.936, 163, 1
10.936, 164, 1
10.971, 165, 1
10.971, 166, 1
10.971, 167, 1
10.971, 168, 1
10.971, 169, 1
11.974, 167, 1
12.044, 168, 1
12.573, 169, 1
12.573, 170, 1
12.573, 171, 1
12.573, 171, 2
12.608, 172, 2
12.626, 173, 2
12.626, 174, 2
12.626, 175, 2
12.643, 176, 2
12.643, 177, 2
12.643, 178, 2
12.679, 179, 2
12.679, 180, 2
12.679, 181, 2
12.679, 182, 2
12.714, 183, 2
12.749, 184, 2
12.749, 185, 2
12.749, 186, 2
12.767, 187, 2
12.767, 188, 2
12.767, 189, 2
12.82, 190, 2
12.82, 191, 2
12.855, 192, 2
12.855, 193, 2
12.873, 194, 2
12.873, 195, 2
12.873, 196, 2
12.996, 197, 2
12.996, 198, 2
12.996, 199, 2
13.014, 200, 2
13.032, 201, 2
13.032, 202, 2
13.842, 202, 3
15.056, 203, 3
15.074, 204, 3
15.161, 204, 4
16.237, 204, 5
17.082, 205, 5
17.099, 206, 5
17.873, 206, 6
18.751, 206, 7
20.122, 207, 7
20.122, 208, 7
20.384, 208, 8
21.21, 208, 9
22.175, 209, 9
22.175, 210, 9
22.333, 210, 10
23.807, 210, 11
24.757, 210, 12
25.197, 211, 12
25.267, 212, 12
26.128, 212, 13
27.289, 213, 13
27.306, 214, 13
27.694, 214, 14
28.558, 214, 15
30.58, 215, 15
30.58, 216, 15
30.685, 216, 16
31.427, 216, 17
32.286, 216, 18
33.59, 214, 18
33.66, 215, 18
33.66, 216, 18
33.696, 216, 19
34.668, 212, 19
34.668, 213, 19
34.668, 214, 19
34.738, 215, 19
34.738, 216, 19
34.756, 216, 20
35.675, 216, 21
35.746, 210, 21
35.746, 211, 21
35.798, 212, 21
35.798, 213, 21
35.798, 214, 21
35.798, 215, 21
35.816, 216, 21
35.869, 217, 21
35.869, 218, 21
35.886, 219, 21
35.886, 220, 21
36.89, 221, 21
36.907, 222, 21
37.576, 222, 22
38.121, 222, 23
39.017, 223, 23
39.017, 224, 23
39.53, 224, 24
41.464, 224, 25
42.008, 224, 26
43.063, 225, 26
43.063, 226, 26
43.186, 226, 27
44.081, 227, 27
44.098, 228, 27
44.802, 228, 28
45.29, 228, 29
46.119, 229, 29
46.136, 230, 29
46.821, 230, 30
48.476, 230, 31
49.002, 230, 32
50.162, 231, 32
50.162, 232, 32
50.392, 232, 33
51.707, 232, 34
52.181, 233, 34
52.217, 234, 34
52.552, 234, 35
53.254, 235, 35
53.271, 236, 35
54.4, 236, 36
55.541, 236, 37
55.96, 236, 38
57.297, 237, 38
57.315, 238, 38
57.825, 238, 39
59.214, 238, 40
59.372, 239, 40
59.372, 240, 40
59.688, 240, 41
60.426, 241, 41
60.426, 242, 41
61.783, 242, 42
62.909, 242, 43
63.683, 242, 44
64.457, 243, 44
64.475, 244, 44
65.88, 244, 45
66.496, 245, 45
66.549, 246, 45
66.99, 246, 46
67.605, 246, 47
68.554, 247, 47
68.572, 248, 47
69.557, 248, 48
70.068, 248, 49
70.578, 249, 49
70.613, 250, 49
71.194, 250, 50
73.057, 250, 51
73.794, 250, 52
74.55, 250, 53
74.674, 251, 53
74.674, 252, 53
74.709, 253, 53
74.709, 254, 53
76.435, 254, 54
77.401, 254, 55
77.79, 255, 55
77.825, 256, 55
78.213, 256, 56
79.989, 256, 57
81.132, 256, 58
81.854, 257, 58
81.907, 258, 58
81.942, 258, 59
82.911, 259, 59
82.928, 260, 59
83.668, 260, 60
84.827, 260, 61
85.109, 260, 62
85.953, 261, 62
85.971, 262, 62
87.201, 262, 63
87.995, 263, 63
87.995, 264, 63
88.365, 264, 64
88.91, 264, 65
90.018, 265, 65
90.053, 266, 65
90.458, 266, 66
92.535, 266, 67
93.01, 266, 68
94.118, 267, 68
94.136, 268, 68
94.383, 268, 69
96.177, 269, 69
96.177, 270, 69
96.213, 270, 70
96.724, 270, 71
98.198, 271, 71
98.216, 272, 71
98.514, 272, 72
100.092, 272, 73
100.286, 272, 74
101.272, 273, 74
101.307, 274, 74
102.273, 274, 75
103.345, 275, 75
103.363, 276, 75
103.91, 276, 76
104.033, 276, 77
105.384, 277, 77
105.384, 278, 77
106.119, 278, 78
107.703, 278, 79
108.247, 278, 80
109.41, 279, 80
109.41, 280, 80
109.621, 280, 81
111.254, 280, 82
111.447, 281, 82
111.447, 282, 82
111.447, 282, 83
113.456, 280, 83
113.456, 281, 83
113.456, 282, 83
113.845, 282, 84
114.463, 278, 84
114.463, 279, 84
114.48, 280, 84
114.48, 281, 84
114.48, 282, 84
114.498, 283, 84
114.498, 284, 84
115.027, 284, 85
115.713, 284, 86
116.504, 285, 86
116.521, 286, 86
117.295, 286, 87
118.49, 286, 88
118.542, 287, 88
118.594, 288, 88
119.865, 288, 89
120.605, 289, 89
120.746, 289, 90
121.612, 287, 90
121.612, 288, 90
121.612, 289, 90
122.566, 289, 91
122.619, 285, 91
122.619, 286, 91
122.672, 287, 91
122.672, 288, 91
122.743, 289, 91
122.743, 290, 91
123.007, 290, 92
123.763, 291, 92
123.78, 292, 92
124.871, 292, 93
125.805, 293, 93
125.805, 294, 93
125.875, 294, 94
127.457, 294, 95
128.562, 294, 96
128.93, 295, 96
128.93, 296, 96
129.969, 296, 97
130.813, 296, 98
130.936, 297, 98
130.936, 298, 98
132.308, 298, 99
133.962, 299, 99
133.98, 300, 99
133.997, 300, 100
134.541, 300, 101
134.976, 301, 101
134.976, 302, 101
136.577, 302, 102
137.581, 302, 103
138.709, 302, 104
138.991, 303, 104
139.008, 304, 104
140.533, 304, 105
141.745, 304, 106
142.113, 305, 106
142.131, 306, 106
142.325, 306, 107
143.153, 307, 107
143.153, 308, 107
144.17, 308, 108
145.916, 308, 109
145.95, 308, 110
147.159, 309, 110
147.177, 310, 110
147.755, 310, 111
149.199, 311, 111
149.199, 312, 111
149.551, 312, 112
149.76, 312, 113
151.466, 312, 114
151.466, 313, 114
151.466, 314, 114
153.406, 314, 115
153.581, 314, 116
154.478, 315, 116
154.478, 316, 116
155.302, 316, 117
156.516, 317, 117
156.516, 318, 117
157.22, 318, 118
157.237, 318, 119
158.625, 319, 119
158.625, 320, 119
158.871, 320, 120
161.032, 320, 121
161.12, 320, 122
162.103, 320, 123
162.643, 321, 123
162.643, 322, 123
163.679, 323, 123
163.679, 324, 123
164.31, 324, 124
164.538, 324, 125
165.699, 325, 125
165.699, 326, 125
165.981, 326, 126
168.039, 326, 127
168.179, 326, 128
169.762, 327, 128
169.762, 328, 128
169.798, 328, 129
170.782, 329, 129
170.782, 330, 129
171.465, 330, 130
171.781, 330, 131
172.815, 331, 131
172.815, 332, 131
173.465, 332, 132
175.276, 332, 133
175.717, 332, 134
176.84, 333, 134
176.84, 334, 134
177.563, 334, 135
178.862, 335, 135
178.915, 336, 135
179.336, 336, 136
179.724, 336, 137
180.921, 337, 137
180.938, 338, 137
181.204, 338, 138
183.278, 338, 139
183.349, 338, 140
183.963, 339, 140
183.981, 340, 140
184.701, 340, 141
186.005, 341, 141
186.005, 342, 141
186.268, 342, 142
186.76, 342, 143
188.025, 343, 143
188.025, 344, 143
188.498, 344, 144
190.028, 344, 145
190.257, 344, 146
192.034, 342, 146
192.034, 343, 146
192.034, 344, 146
192.034, 345, 146
192.052, 346, 146
192.193, 346, 147
193.775, 346, 148
193.898, 346, 149
194.09, 347, 149
194.09, 348, 149
195.094, 349, 149
195.094, 350, 149
195.553, 350, 150
197.384, 350, 151
197.649, 350, 152
199.111, 351, 152
199.129, 352, 152
199.217, 352, 153
200.133, 353, 153
200.15, 354, 153
201.015, 354, 154
201.155, 354, 155
202.26, 355, 155
202.278, 356, 155
203.3, 356, 156
204.864, 356, 157
205.372, 356, 158
206.338, 357, 158
206.356, 358, 158
207.095, 358, 159
208.381, 359, 159
208.381, 360, 159
208.699, 360, 160
208.857, 360, 161
210.403, 361, 161
210.403, 362, 161
210.456, 362, 162
212.075, 362, 163
212.886, 362, 164
213.412, 363, 164
213.429, 364, 164
214.378, 364, 165
215.446, 365, 165
215.446, 366, 165
215.762, 366, 166
217.099, 366, 167
218.293, 366, 168
218.505, 367, 168
218.523, 368, 168
219.42, 368, 169
220.528, 369, 169
220.563, 370, 169
220.774, 370, 170
222.178, 370, 171
223.584, 371, 171
223.602, 372, 171
223.602, 372, 172
224.237, 372, 173
224.621, 373, 173
224.692, 374, 173
225.625, 374, 174
227.312, 374, 175
227.662, 374, 176
228.735, 375, 176
228.735, 376, 176
229.261, 376, 177
230.735, 377, 177
230.753, 378, 177
230.945, 378, 178
231.401, 378, 179
232.75, 379, 179
232.767, 380, 179
233.082, 380, 180
234.862, 380, 181
235.09, 380, 182
235.829, 381, 182
235.847, 382, 182
236.569, 382, 183
237.888, 383, 183
237.923, 384, 183
238.66, 384, 184
239.066, 384, 185
239.928, 385, 185
239.928, 386, 185
240.386, 386, 186
242.093, 386, 187
242.586, 386, 188
242.954, 387, 188
242.989, 388, 188
243.993, 388, 189
244.995, 389, 189
245.013, 390, 189
245.61, 390, 190
246.278, 390, 191
247.034, 391, 191
247.034, 392, 191
247.774, 392, 192
249.372, 392, 193
250.002, 392, 194
251.057, 393, 194
251.057, 394, 194
251.338, 394, 195
252.639, 394, 196
253.114, 395, 196
253.132, 396, 196
253.713, 396, 197
254.961, 396, 198
255.136, 397, 198
255.136, 398, 198
255.874, 398, 199
257.161, 399, 199
257.161, 400, 199
257.478, 400, 200
257.884, 400, 201
259.223, 401, 201
259.4, 402, 201
259.805, 402, 202
261.318, 402, 203
261.669, 402, 204
262.427, 403, 204
262.497, 404, 204
263.764, 404, 205
264.487, 405, 205
264.505, 406, 205
265.032, 406, 206
265.19, 406, 207
266.542, 407, 207
266.542, 408, 207
267.176, 408, 208
268.532, 408, 209
268.743, 408, 210
269.571, 409, 210
269.589, 410, 210
271.385, 410, 211
272.388, 410, 212
272.615, 411, 212
272.65, 412, 212
272.949, 412, 213
273.708, 413, 213
273.725, 414, 213
275.184, 414, 214
275.624, 414, 215
276.523, 414, 216
276.77, 415, 216
276.77, 416, 216
279.339, 416, 217
279.357, 416, 218
280.642, 416, 219
280.799, 417, 219
280.799, 418, 219
281.819, 419, 219
281.854, 420, 219
282.819, 420, 220
282.837, 420, 221
283.857, 421, 221
283.892, 422, 221
284.492, 422, 222
286.284, 422, 223
286.985, 422, 224
287.969, 423, 224
288.058, 423, 225
288.128, 424, 225
289.126, 425, 225
289.144, 426, 225
290.002, 426, 226
290.811, 426, 227
291.548, 426, 228
292.183, 427, 228
292.2, 428, 228
293.485, 428, 229
294.627, 428, 230
295.224, 429, 230
295.224, 430, 230
295.488, 430, 231
297.211, 430, 232
297.299, 431, 232
297.299, 432, 232
298.005, 432, 233
298.356, 433, 233
298.373, 434, 233
299.794, 434, 234
301.042, 434, 235
301.975, 434, 236
302.379, 435, 236
302.52, 436, 236
303.242, 436, 237
304.561, 437, 237
304.578, 438, 237
304.929, 438, 238
305.769, 438, 239
306.58, 439, 239
306.614, 440, 239
306.965, 440, 240
308.161, 440, 241
309.219, 440, 242
309.624, 441, 242
309.659, 442, 242
310.47, 442, 243
311.668, 443, 243
311.685, 444, 243
312.301, 444, 244
312.883, 444, 245
313.551, 444, 246
313.708, 445, 246
313.726, 446, 246
315.836, 446, 247
316.276, 446, 248
317.295, 446, 249
317.771, 447, 249
317.771, 448, 249
318.809, 449, 249
318.809, 450, 249
319.426, 450, 250
320.007, 450, 251
320.833, 451, 251
320.851, 452, 251
321.079, 452, 252
322.892, 452, 253
323.436, 452, 254
323.894, 453, 254
323.894, 454, 254
324.511, 454, 255
325.984, 455, 255
325.984, 456, 255
326.618, 456, 256
327.268, 456, 257
328.003, 457, 257
328.003, 458, 257
328.303, 458, 258
330.425, 458, 259
330.707, 458, 260
332.058, 459, 260
332.058, 460, 260
332.516, 460, 261
333.079, 461, 261
333.132, 462, 261
334.113, 462, 262
334.518, 462, 263
335.148, 463, 263
335.218, 464, 263
335.641, 464, 264
337.854, 464, 265
338.346, 464, 266
339.26, 465, 266
339.26, 466, 266
339.523, 466, 267
341.279, 467, 267
341.279, 467, 268
341.279, 468, 268
341.999, 468, 269
343.319, 469, 269
343.336, 469, 270
343.354, 470, 270
344.796, 470, 271
345.5, 470, 272
346.395, 471, 272
346.413, 472, 272
346.87, 472, 273
348.449, 473, 273
348.484, 474, 273
349.082, 474, 274
349.84, 474, 275
350.506, 475, 275
350.524, 476, 275
350.611, 476, 276
353.3, 476, 277
353.564, 476, 278
354.285, 476, 279
354.583, 477, 279
354.636, 478, 279
355.673, 479, 279
355.673, 480, 279
356.777, 480, 280
357.04, 480, 281
357.887, 481, 281
358.028, 481, 282
358.876, 479, 282
358.876, 480, 282
358.894, 481, 282
358.894, 482, 282
360.269, 482, 283
360.304, 482, 284
361.223, 482, 285
361.928, 483, 285
361.962, 484, 285
361.98, 485, 285
361.98, 486, 285
363.72, 486, 286
364.072, 486, 287
365, 487, 287
365, 488, 287
365.105, 488, 288
367.27, 488, 289
367.691, 488, 290
368.819, 488, 291
369.031, 489, 291
369.031, 490, 291
370.067, 491, 291
370.067, 492, 291
370.803, 492, 292
371.261, 492, 293
372.438, 493, 293
372.438, 494, 293
372.757, 494, 294
374.516, 494, 295
374.92, 494, 296
376.398, 494, 297
376.486, 495, 297
376.486, 496, 297
377.491, 497, 297
377.508, 498, 297
378.263, 498, 298
378.56, 498, 299
379.526, 499, 299
379.597, 500, 299
380.249, 500, 300
382.215, 500, 301
382.338, 500, 302
383.604, 501, 302
383.622, 502, 302
384.271, 502, 303
385.624, 503, 303
385.659, 504, 303
385.765, 504, 304
386.61, 504, 305
387.663, 505, 305
387.716, 506, 305
388.192, 506, 306
389.525, 506, 307
390.456, 506, 308
390.72, 507, 308
390.755, 508, 308
391.929, 508, 309
393.231, 508, 310
393.776, 509, 310
393.776, 510, 310
394.217, 510, 311
394.795, 511, 311
394.83, 512, 311
395.658, 512, 312
397.085, 512, 313
397.559, 512, 314
398.844, 513, 314
398.844, 514, 314
399.002, 514, 315
399.864, 515, 315
399.899, 516, 315
401.112, 516, 316
401.235, 516, 317
402.943, 517, 317
403.014, 518, 317
403.032, 518, 318
405.035, 518, 319
405.088, 518, 320
406.038, 519, 320
406.056, 520, 320
407.146, 520, 321
408.079, 521, 321
408.079, 522, 321
408.726, 522, 322
408.99, 522, 323
410.115, 523, 323
410.115, 524, 323
410.765, 524, 324
412.277, 524, 325
412.811, 524, 326
414.162, 525, 326
414.18, 526, 326
414.25, 526, 327
415.185, 527, 327
415.202, 528, 327
416.274, 528, 328
416.45, 528, 329
417.203, 529, 329
417.203, 530, 329
417.819, 530, 330
419.843, 530, 331
420.054, 530, 332
421.249, 531, 332
421.249, 532, 332
421.795, 532, 333
423.287, 533, 333
423.322, 534, 333
423.375, 534, 334
423.905, 534, 335
424.325, 535, 335
424.449, 536, 335
425.703, 536, 336
427.042, 536, 337
427.148, 536, 338
428.469, 537, 338
428.469, 538, 338
429.401, 538, 339
430.474, 538, 340
430.474, 539, 340
430.491, 540, 340
430.982, 540, 341
431.509, 541, 341
431.527, 542, 341
433.48, 542, 342
434.027, 542, 343
434.257, 542, 344
434.572, 543, 344
434.572, 544, 344
436.984, 544, 345
437.668, 544, 346
438.478, 544, 347
438.602, 545, 347
438.602, 546, 347
438.637, 547, 347
438.672, 548, 347
440.785, 548, 348
441.4, 548, 349
441.682, 549, 349
441.682, 550, 349
441.981, 550, 350
444.162, 550, 351
445.009, 550, 352
445.73, 551, 352
445.783, 552, 352
446.292, 552, 353
447.804, 553, 353
447.821, 554, 353
448.068, 554, 354
448.932, 554, 355
449.83, 554, 356
449.864, 555, 356
449.864, 556, 356
452.201, 556, 357
452.429, 556, 358
453.465, 556, 359
453.887, 557, 359
453.887, 558, 359
454.889, 559, 359
454.907, 560, 359
456.135, 560, 360
456.328, 560, 361
457.331, 560, 362
457.945, 561, 362
457.962, 562, 362
459.689, 562, 363
460.285, 562, 364
460.988, 563, 364
461.023, 564, 364
461.377, 564, 365
463.084, 565, 365
463.084, 566, 365
463.401, 566, 366
463.771, 566, 367
464.229, 567, 367
464.247, 568, 367
465.585, 568, 368
466.657, 568, 369
467.219, 568, 370
468.258, 569, 370
468.258, 570, 370
468.943, 570, 371
470.314, 571, 371
470.332, 572, 371
470.385, 572, 372
470.719, 572, 373
471.353, 573, 373
471.388, 574, 373
472.813, 574, 374
474.028, 574, 375
475.017, 574, 376
475.403, 575, 376
475.438, 576, 376
476.954, 576, 377
477.675, 576, 378
478.465, 577, 378
478.465, 578, 378
478.675, 578, 379
479.483, 579, 379
479.518, 580, 379
480.662, 580, 380
480.697, 580, 381
482.527, 581, 381
482.544, 582, 381
482.561, 582, 382
484.126, 582, 383
484.161, 582, 384
485.643, 583, 384
485.643, 584, 384
485.977, 584, 385
487.649, 584, 386
487.649, 585, 386
487.684, 586, 386
487.755, 586, 387
488.687, 587, 387
488.687, 588, 387
489.619, 588, 388
491.469, 588, 389
491.523, 588, 390
492.732, 589, 390
492.75, 590, 390
493.561, 590, 391
494.792, 591, 391
494.827, 592, 391
495.163, 592, 392
495.549, 592, 393
496.834, 593, 393
496.852, 594, 393
497.188, 594, 394
498.894, 594, 395
499.102, 594, 396
499.963, 595, 396
499.963, 596, 396
500.967, 596, 397
501.971, 597, 397
501.971, 598, 397
502.217, 598, 398
502.921, 598, 399
504.045, 599, 399
504.045, 600, 399
505.049, 600, 400
505.524, 600, 401
506.07, 601, 401
506.07, 602, 401
506.617, 602, 402
508.713, 602, 403
509.204, 602, 404
510.138, 603, 404
510.138, 604, 404
510.633, 604, 405
512.548, 604, 406
512.548, 605, 406
512.548, 606, 406
512.954, 606, 407
513.551, 607, 407
513.587, 608, 407
514.273, 608, 408
516.79, 608, 409
516.807, 608, 410
517.617, 609, 410
517.635, 610, 410
518.127, 610, 411
519.711, 611, 411
519.711, 612, 411
520.098, 612, 412
520.309, 612, 413
521.748, 613, 413
521.941, 614, 413
522.171, 614, 414
523.767, 614, 415
524.014, 614, 416
524.945, 615, 416
524.98, 616, 416
526.403, 616, 417
527.541, 616, 418
527.735, 616, 419
527.999, 617, 419
527.999, 618, 419
529.23, 619, 419
529.23, 620, 419
530.057, 620, 420
531.256, 620, 421
531.942, 620, 422
533.245, 621, 422
533.351, 622, 422
534.16, 622, 423
535.197, 622, 424
535.356, 622, 425
535.391, 623, 425
535.391, 624, 425
536.393, 625, 425
536.41, 626, 425
538.009, 626, 426
538.997, 626, 427
539.366, 626, 428
540.422, 627, 428
540.493, 628, 428
541.282, 628, 429
542.513, 629, 429
542.513, 630, 429
542.865, 630, 430
543.181, 630, 431
544.516, 631, 431
544.533, 632, 431
544.938, 632, 432
546.362, 632, 433
547.135, 632, 434
547.718, 633, 434
547.735, 634, 434
548.441, 634, 435
549.845, 635, 435
549.845, 636, 435
550.021, 636, 436
551.023, 636, 437
551.851, 637, 437
551.869, 638, 437
552.063, 638, 438
553.859, 638, 439
554.651, 638, 440
554.915, 639, 440
554.933, 640, 440
555.937, 640, 441
557.33, 641, 441
557.347, 642, 441
557.771, 642, 442
558.529, 642, 443
559.357, 642, 444
559.375, 643, 444
559.375, 644, 444
561.186, 644, 445
562.345, 644, 446
562.397, 645, 446
562.415, 646, 446
562.925, 646, 447
563.448, 647, 447
563.448, 648, 447
564.451, 648, 448
565.913, 648, 449
566.599, 648, 450
567.479, 649, 450
567.497, 650, 450
568.376, 650, 451
569.647, 651, 451
569.665, 652, 451
569.718, 652, 452
570.336, 652, 453
570.671, 653, 453
570.706, 654, 453
572.145, 654, 454
573.389, 654, 455
573.935, 654, 456
574.959, 655, 456
574.977, 656, 456
575.487, 656, 457
576.981, 657, 457
576.999, 658, 457
577.422, 658, 458
577.544, 658, 459
579.021, 659, 459
579.039, 660, 459
579.794, 660, 460
581.005, 660, 461
581.058, 660, 462
582.043, 661, 462
582.043, 662, 462
583.345, 662, 463
584.382, 662, 464
584.875, 662, 465
585.069, 663, 465
585.104, 664, 465
586.11, 665, 465
586.127, 666, 465
586.741, 666, 466
588.327, 666, 467
588.907, 666, 468
590.171, 667, 468
590.171, 668, 468
590.681, 668, 469
591.544, 668, 470
592.07, 668, 471
592.211, 669, 471
592.299, 670, 471
593.302, 671, 471
593.337, 672, 471
594.146, 672, 472
595.272, 672, 473
595.939, 672, 474
596.609, 673, 474
596.609, 674, 474
597.968, 674, 475
599.056, 674, 476
599.652, 675, 476
599.652, 676, 476
599.669, 676, 477
600.684, 677, 477
600.702, 678, 477
601.76, 678, 478
602.812, 678, 479
603.144, 678, 480
603.723, 679, 480
603.723, 680, 480
605.395, 680, 481
606.466, 680, 482
606.746, 681, 482
606.799, 682, 482
606.888, 682, 483
607.802, 683, 483
607.819, 684, 483
609.175, 684, 484
610.566, 684, 485
610.602, 684, 486
611.834, 685, 486
611.851, 686, 486
613.291, 686, 487
613.804, 686, 488
614.363, 686, 489
614.889, 687, 489
614.907, 688, 489
614.942, 689, 489
614.942, 690, 489
617.163, 690, 490
617.498, 690, 491
618.269, 690, 492
619.007, 691, 492
619.007, 692, 492
620.978, 692, 493
621.067, 692, 494
622.018, 692, 495
622.054, 693, 495
622.071, 694, 495
623.177, 695, 495
623.177, 696, 495
624.511, 696, 496
625.125, 696, 497
625.987, 696, 498
626.215, 697, 498
626.215, 698, 498
628.359, 698, 499
629.135, 698, 500
629.239, 699, 500
629.274, 700, 500
629.89, 700, 501
631.347, 701, 501
631.347, 702, 501
631.98, 702, 502
632.596, 702, 503
633.406, 703, 503
633.424, 704, 503
633.6, 704, 504
635.76, 704, 505
636.342, 704, 506
637.431, 705, 506
637.465, 706, 506
637.693, 706, 507
638.468, 707, 507
638.521, 708, 507
639.491, 708, 508
640.213, 708, 509
640.564, 709, 509
640.564, 710, 509
641.199, 710, 510
643.167, 710, 511
643.87, 710, 512
644.819, 711, 512
644.836, 712, 512
645.013, 712, 513
646.862, 713, 513
646.915, 714, 513
647.056, 714, 514
647.759, 714, 515
647.952, 715, 515
647.952, 716, 515
649.025, 716, 516
650.627, 716, 517
651.54, 716, 518
