Time, Plan, Executed
0, 1, 0
0, 2, 0
0, 3, 0
0, 4, 0
0.134, 5, 0
0.134, 6, 0
0.134, 7, 0
0.134, 8, 0
0.134, 9, 0
0.134, 10, 0
0.134, 11, 0
0.134, 12, 0
0.134, 13, 0
0.134, 14, 0
0.134, 15, 0
0.211, 16, 0
0.211, 17, 0
0.211, 18, 0
0.211, 19, 0
0.211, 20, 0
0.231, 21, 0
0.231, 22, 0
0.231, 23, 0
0.248, 24, 0
0.248, 25, 0
0.371, 26, 0
0.371, 27, 0
0.388, 28, 0
0.388, 29, 0
0.388, 30, 0
0.447, 31, 0
0.511, 32, 0
0.529, 33, 0
0.529, 34, 0
0.563, 35, 0
0.581, 36, 0
0.581, 37, 0
0.581, 38, 0
2.076, 36, 0
2.076, 37, 0
2.076, 38, 0
2.817, 39, 0
2.817, 40, 0
2.834, 41, 0
2.87, 42, 0
2.87, 43, 0
2.87, 44, 0
2.905, 45, 0
2.923, 46, 0
2.923, 47, 0
2.94, 48, 0
3.117, 49, 0
3.117, 50, 0
3.117, 51, 0
3.117, 52, 0
3.117, 53, 0
3.117, 54, 0
3.117, 55, 0
3.117, 56, 0
3.117, 57, 0
3.117, 58, 0
3.206, 59, 0
3.223, 60, 0
3.223, 61, 0
3.223, 62, 0
3.559, 63, 0
3.594, 64, 0
3.594, 65, 0
3.594, 66, 0
3.612, 67, 0
3.612, 68, 0
3.612, 69, 0
3.63, 70, 0
3.63, 71, 0
3.63, 72, 0
3.646, 73, 0
3.716, 74, 0
3.769, 75, 0
3.769, 76, 0
3.769, 77, 0
3.822, 78, 0
3.822, 79, 0
3.822, 80, 0
3.822, 81, 0
3.822, 82, 0
3.84, 83, 0
3.84, 84, 0
3.84, 85, 0
3.84, 86, 0
3.84, 87, 0
3.858, 88, 0
3.858, 89, 0
3.858, 90, 0
3.875, 91, 0
3.893, 92, 0
3.928, 93, 0
3.928, 94, 0
3.946, 95, 0
3.946, 96, 0
3.946, 97, 0
3.946, 98, 0
3.964, 99, 0
3.981, 100, 0
5.482, 98, 0
5.482, 99, 0
5.482, 100, 0
7.106, 96, 0
7.123, 97, 0
8.89, 91, 0
8.926, 92, 0
8.926, 93, 0
8.926, 94, 0
9.968, 95, 0
11.946, 87, 0
11.946, 88, 0
11.946, 89, 0
11.946, 90, 0
11.946, 91, 0
11.946, 92, 0
11.946, 93, 0
11.946, 94, 0
11.964, 95, 0
14.172, 85, 0
14.242, 86, 0
14.242, 87, 0
14.26, 88, 0
14.26, 89, 0
14.26, 90, 0
14.26, 91, 0
16.795, 79, 0
16.795, 80, 0
16.795, 81, 0
16.813, 82, 0
16.813, 83, 0
16.813, 84, 0
16.813, 85, 0
16.848, 86, 0
16.848, 87, 0
16.848, 88, 0
16.848, 89, 0
16.972, 90, 0
16.99, 91, 0
16.99, 92, 0
16.99, 93, 0
16.99, 94, 0
16.99, 95, 0
16.99, 96, 0
17.06, 97, 0
17.06, 98, 0
17.06, 99, 0
17.06, 100, 0
17.06, 101, 0
17.06, 102, 0
17.272, 103, 0
18.774, 101, 0
18.774, 102, 0
18.792, 103, 0
18.792, 104, 0
18.792, 105, 0
18.809, 106, 0
18.827, 107, 0
18.827, 108, 0
18.827, 109, 0
18.862, 110, 0
18.88, 111, 0
18.915, 112, 0
19.816, 112, 1
20.417, 110, 1
20.434, 111, 1
20.434, 112, 1
21.687, 112, 2
22.058, 108, 2
22.076, 109, 2
22.076, 110, 2
22.076, 111, 2
22.076, 112, 2
22.076, 113, 2
22.076, 114, 2
