Time, Plan, Executed
35.52, 87, 9
35.52, 88, 9
35.52, 89, 9
35.538, 90, 9
36.134, 90, 10
36.17, 90, 11
37.174, 90, 12
37.528, 90, 13
37.758, 80, 13
37.758, 81, 13
37.775, 82, 13
37.775, 83, 13
37.917, 84, 13
37.917, 85, 13
37.917, 86, 13
37.917, 87, 13
37.934, 88, 13
37.97, 89, 13
37.987, 90, 13
38.553, 90, 14
38.728, 90, 15
40.51, 90, 16
40.51, 90, 17
40.51, 78, 17
40.51, 79, 17
40.51, 80, 17
40.527, 81, 17
40.527, 82, 17
40.527, 83, 17
40.527, 84, 17
40.527, 85, 17
40.545, 86, 17
40.545, 87, 17
40.563, 88, 17
40.563, 89, 17
40.58, 90, 17
40.58, 91, 17
40.58, 92, 17
40.616, 93, 17
41.375, 93, 18
41.446, 93, 19
41.693, 94, 19
41.693, 95, 19
41.728, 96, 19
41.764, 97, 19
41.764, 98, 19
41.764, 99, 19
41.905, 100, 19
41.922, 101, 19
41.922, 102, 19
41.922, 103, 19
41.94, 104, 19
42.718, 104, 20
43, 104, 21
43.441, 102, 21
43.441, 103, 21
43.512, 104, 21
44.024, 105, 21
44.13, 106, 21
44.165, 107, 21
44.183, 108, 21
44.183, 109, 21
44.183, 110, 21
44.183, 111, 21
44.183, 112, 21
44.183, 113, 21
44.183, 114, 21
44.466, 114, 22
44.624, 114, 23
45.684, 112, 23
45.684, 113, 23
45.684, 114, 23
45.72, 114, 24
45.773, 114, 25
46.884, 115, 25
46.902, 116, 25
46.902, 117, 25
46.99, 118, 25
46.99, 119, 25
46.99, 120, 25
47.15, 120, 26
47.556, 120, 27
48.191, 120, 28
48.28, 120, 29
48.492, 118, 29
48.527, 119, 29
48.527, 120, 29
49.657, 120, 30
50.152, 116, 30
50.152, 117, 30
50.152, 118, 30
50.152, 119, 30
50.152, 120, 30
50.488, 120, 31
50.894, 120, 32
51.547, 120, 33
51.935, 114, 33
52.27, 114, 34
52.305, 115, 34
52.305, 116, 34
52.305, 117, 34
52.305, 118, 34
52.323, 119, 34
52.341, 120, 34
52.922, 120, 35
53.416, 120, 36
54.315, 112, 36
54.315, 113, 36
54.315, 114, 36
54.474, 114, 37
55.109, 114, 38
55.444, 114, 39
55.585, 115, 39
55.603, 116, 39
55.603, 117, 39
56.116, 118, 39
56.116, 119, 39
56.116, 120, 39
56.662, 120, 40
57.369, 120, 41
57.757, 120, 42
58.198, 120, 43
58.339, 110, 43
58.339, 111, 43
58.339, 112, 43
58.339, 113, 43
58.357, 114, 43
58.374, 115, 43
58.374, 116, 43
58.374, 117, 43
58.374, 118, 43
58.374, 119, 43
58.392, 120, 43
58.939, 120, 44
59.999, 120, 45
60.634, 120, 46
60.917, 108, 46
60.917, 109, 46
61.359, 109, 47
61.377, 110, 47
61.377, 111, 47
61.518, 112, 47
61.535, 113, 47
61.553, 114, 47
61.995, 114, 48
63.071, 114, 49
63.493, 114, 50
63.915, 114, 51
64.463, 100, 51
64.463, 101, 51
64.587, 102, 51
64.587, 103, 51
64.587, 104, 51
64.587, 105, 51
64.922, 106, 51
64.975, 107, 51
64.975, 108, 51
65.117, 108, 52
65.488, 108, 53
65.576, 109, 53
65.594, 110, 53
65.612, 111, 53
65.612, 112, 53
65.665, 113, 53
65.682, 114, 53
65.753, 115, 53
66.071, 116, 53
66.318, 116, 54
67.114, 117, 54
67.414, 117, 55
67.961, 117, 56
68.243, 117, 57
69.444, 117, 58
70.221, 117, 59
70.397, 117, 60
70.504, 101, 60
70.504, 102, 60
70.521, 103, 60
70.521, 104, 60
70.661, 105, 60
71.438, 105, 61
71.933, 105, 62
72.339, 105, 63
73.858, 105, 64
74.299, 105, 65
74.635, 87, 65
74.653, 88, 65
74.653, 89, 65
74.653, 90, 65
74.653, 91, 65
74.741, 92, 65
74.777, 93, 65
74.777, 94, 65
74.777, 95, 65
74.777, 96, 65
74.777, 97, 65
74.777, 98, 65
74.777, 99, 65
74.794, 100, 65
74.794, 101, 65
74.794, 102, 65
75.094, 102, 66
75.695, 102, 67
76.278, 102, 68
76.983, 102, 69
77.687, 102, 70
77.933, 102, 71
79.433, 102, 72
79.522, 82, 72
79.522, 83, 72
79.522, 84, 72
79.522, 85, 72
79.522, 86, 72
79.557, 87, 72
79.557, 88, 72
79.592, 89, 72
79.61, 90, 72
79.61, 91, 72
79.645, 91, 73
79.663, 92, 73
79.681, 93, 73
79.681, 94, 73
79.681, 95, 73
79.698, 96, 73
79.716, 97, 73
79.769, 98, 73
79.769, 99, 73
80.599, 99, 74
81.217, 99, 75
81.995, 99, 76
82.436, 99, 77
83.51, 99, 78
83.915, 100, 78
83.915, 101, 78
83.933, 102, 78
83.933, 102, 79
83.951, 103, 79
83.951, 104, 79
83.951, 105, 79
83.951, 106, 79
83.951, 107, 79
84.886, 107, 80
84.921, 107, 81
85.964, 107, 82
86.705, 107, 83
87.746, 107, 84
87.799, 107, 85
89.548, 107, 86
89.601, 87, 86
89.813, 88, 86
89.989, 88, 87
