Time, Plan, Executed
9.964, 138, 0
9.982, 139, 0
10.053, 140, 0
10.07, 141, 0
10.07, 142, 0
10.07, 143, 0
10.07, 144, 0
10.106, 145, 0
10.123, 146, 0
10.123, 147, 0
10.123, 148, 0
10.123, 149, 0
10.159, 150, 0
10.159, 151, 0
10.212, 152, 0
10.212, 153, 0
10.212, 154, 0
10.229, 155, 0
10.229, 156, 0
10.229, 157, 0
10.229, 158, 0
10.229, 159, 0
10.265, 160, 0
10.265, 161, 0
10.265, 162, 0
10.265, 163, 0
10.282, 164, 0
10.318, 165, 0
10.318, 166, 0
10.318, 167, 0
10.318, 168, 0
10.318, 169, 0
10.318, 170, 0
10.318, 171, 0
10.318, 172, 0
10.318, 173, 0
11.325, 171, 0
11.325, 172, 0
11.325, 173, 0
12.332, 169, 0
12.332, 170, 0
12.332, 171, 0
12.332, 172, 0
12.332, 173, 0
12.332, 174, 0
12.332, 175, 0
12.332, 176, 0
12.332, 177, 0
12.332, 178, 0
12.332, 179, 0
12.367, 180, 0
12.42, 181, 0
12.42, 182, 0
12.42, 183, 0
12.42, 184, 0
12.42, 185, 0
12.42, 186, 0
12.42, 187, 0
12.42, 188, 0
12.438, 189, 0
12.438, 190, 0
12.438, 191, 0
12.438, 192, 0
12.456, 193, 0
12.456, 194, 0
12.456, 195, 0
12.544, 196, 0
12.667, 197, 0
12.667, 198, 0
12.667, 199, 0
12.685, 200, 0
12.685, 201, 0
12.685, 202, 0
12.685, 203, 0
12.685, 204, 0
12.72, 205, 0
12.791, 205, 1
13.427, 206, 1
13.445, 207, 1
13.445, 208, 1
13.445, 209, 1
13.445, 210, 1
13.445, 211, 1
13.48, 212, 1
13.48, 213, 1
13.497, 214, 1
13.497, 215, 1
13.497, 216, 1
13.515, 217, 1
13.533, 218, 1
13.55, 219, 1
13.55, 220, 1
13.621, 221, 1
13.779, 222, 1
13.779, 223, 1
13.779, 224, 1
13.779, 225, 1
13.779, 226, 1
13.779, 227, 1
13.797, 228, 1
13.797, 229, 1
13.814, 230, 1
13.885, 231, 1
14.449, 231, 2
14.891, 229, 2
14.909, 230, 2
14.962, 231, 2
15.897, 231, 3
15.95, 227, 3
15.968, 228, 3
15.968, 229, 3
15.986, 230, 3
16.109, 231, 3
16.109, 232, 3
16.127, 233, 3
16.127, 234, 3
16.145, 235, 3
16.145, 236, 3
16.145, 237, 3
16.145, 238, 3
16.145, 239, 3
16.162, 240, 3
16.162, 241, 3
16.162, 242, 3
16.162, 243, 3
16.162, 244, 3
16.162, 245, 3
16.18, 246, 3
16.18, 247, 3
16.18, 248, 3
16.198, 249, 3
16.215, 250, 3
16.48, 250, 4
17.222, 248, 4
17.222, 249, 4
17.275, 250, 4
18.281, 250, 5
18.281, 246, 5
18.316, 247, 5
18.316, 248, 5
18.316, 249, 5
18.316, 250, 5
18.405, 250, 6
19.324, 244, 6
19.324, 245, 6
19.324, 246, 6
19.324, 247, 6
19.324, 248, 6
19.341, 249, 6
19.341, 250, 6
19.888, 250, 7
19.959, 250, 8
20.348, 242, 8
20.348, 243, 8
21.35, 233, 8
21.35, 234, 8
21.368, 235, 8
21.386, 236, 8
21.386, 237, 8
21.403, 238, 8
21.403, 239, 8
21.403, 240, 8
21.403, 241, 8
21.403, 242, 8
21.421, 243, 8
21.421, 244, 8
21.421, 245, 8
21.421, 246, 8
21.421, 247, 8
21.756, 247, 9
21.967, 247, 10
22.426, 235, 10
22.426, 236, 10
22.443, 237, 10
22.443, 238, 10
22.443, 239, 10
22.443, 240, 10
22.461, 241, 10
22.461, 242, 10
22.461, 243, 10
23.468, 229, 10
23.468, 230, 10
23.556, 231, 10
23.574, 232, 10
23.574, 233, 10
23.592, 234, 10
23.592, 235, 10
23.592, 236, 10
23.592, 237, 10
23.592, 238, 10
23.627, 238, 11
23.751, 239, 11
23.803, 240, 11
23.803, 241, 11
23.803, 242, 11
23.856, 243, 11
23.856, 244, 11
23.856, 245, 11
23.856, 246, 11
23.856, 247, 11
23.874, 248, 11
23.892, 249, 11
23.892, 250, 11
23.892, 251, 11
23.892, 252, 11
23.892, 253, 11
23.892, 254, 11
23.909, 255, 11
23.909, 256, 11
24.315, 256, 12
24.916, 254, 12
24.916, 255, 12
24.916, 256, 12
24.987, 257, 12
24.987, 258, 12
24.987, 259, 12
25.004, 260, 12
25.022, 260, 13
25.022, 261, 13
25.022, 262, 13
26.075, 263, 13
26.075, 263, 14
26.075, 264, 14
27.623, 264, 15
28.361, 264, 16
28.836, 264, 17
29.083, 265, 17
29.223, 266, 17
29.241, 267, 17
29.241, 268, 17
29.33, 268, 18
31.564, 268, 19
32.161, 268, 20
32.355, 269, 20
32.355, 270, 20
32.831, 270, 21
33.165, 270, 22
33.498, 271, 22
33.498, 272, 22
35.047, 272, 23
35.771, 272, 24
36.386, 272, 25
36.597, 273, 25
37.269, 273, 26
37.585, 271, 26
37.603, 272, 26
37.603, 273, 26
37.603, 274, 26
37.603, 275, 26
37.638, 276, 26
38.802, 276, 27
39.033, 276, 28
40.667, 277, 28
40.667, 278, 28
40.773, 278, 29
41.001, 278, 30
41.688, 279, 30
41.688, 280, 30
42.529, 280, 31
42.755, 280, 32
43.813, 281, 32
43.813, 282, 32
44.289, 282, 33
44.516, 282, 34
45.856, 283, 34
45.856, 284, 34
46.63, 284, 35
46.683, 284, 36
47.861, 285, 36
47.914, 286, 36
48.109, 286, 37
48.457, 286, 38
49.916, 287, 38
49.952, 288, 38
50.376, 288, 39
50.376, 288, 40
51.905, 288, 41
51.957, 289, 41
51.974, 290, 41
52.186, 290, 42
52.995, 291, 42
52.995, 292, 42
53.61, 292, 43
54.208, 292, 44
54.999, 293, 44
55.016, 294, 44
55.439, 294, 45
56.303, 294, 46
57.043, 295, 46
57.061, 296, 46
57.73, 296, 47
57.836, 296, 48
59.084, 297, 48
59.084, 298, 48
59.767, 298, 49
60.083, 298, 50
61.156, 299, 50
61.156, 300, 50
61.648, 300, 51
61.894, 300, 52
63.195, 301, 52
63.23, 302, 52
63.617, 302, 53
63.704, 302, 54
64.285, 303, 54
64.285, 304, 54
65.375, 304, 55
65.622, 304, 56
66.324, 305, 56
66.342, 306, 56
67.325, 306, 57
67.711, 306, 58
68.433, 307, 58
68.433, 308, 58
68.802, 308, 59
69.645, 308, 60
70.526, 309, 60
70.526, 310, 60
71.037, 310, 61
71.531, 310, 62
72.53, 311, 62
72.548, 312, 62
72.743, 312, 63
73.023, 312, 64
74.602, 312, 65
74.919, 313, 65
75.024, 314, 65
75.395, 314, 66
76.064, 315, 66
76.081, 316, 66
76.521, 316, 67
76.98, 316, 68
78.104, 317, 68
78.104, 318, 68
78.632, 318, 69
79.247, 318, 70
80.146, 319, 70
80.181, 320, 70
80.358, 320, 71
80.8, 320, 72
81.187, 321, 72
81.187, 322, 72
82.135, 322, 73
82.469, 322, 74
83.208, 323, 74
83.208, 324, 74
83.682, 324, 75
84.667, 324, 76
85.232, 325, 76
85.25, 326, 76
86.042, 326, 77
86.763, 326, 78
87.289, 326, 79
88.259, 324, 79
88.259, 325, 79
88.259, 326, 79
88.312, 327, 79
88.33, 328, 79
88.33, 329, 79
88.33, 330, 79
88.347, 330, 80
89.617, 330, 81
89.846, 330, 82
90.336, 331, 82
90.354, 332, 82
91.36, 332, 83
91.622, 332, 84
92.397, 333, 84
92.397, 334, 84
93.013, 334, 85
93.048, 334, 86
94.424, 335, 86
94.441, 336, 86
95.006, 336, 87
95.218, 336, 88
96.47, 337, 88
96.487, 338, 88
96.926, 338, 89
97.049, 338, 90
98.51, 339, 90
98.545, 340, 90
98.615, 340, 91
98.615, 340, 92
99.549, 341, 92
99.637, 342, 92
100.463, 342, 93
100.814, 342, 94
101.657, 343, 94
101.657, 344, 94
102.431, 344, 95
102.907, 344, 96
103.661, 345, 96
103.661, 346, 96
104.278, 346, 97
104.366, 346, 98
105.702, 347, 98
105.702, 348, 98
106.161, 348, 99
106.67, 348, 100
107.707, 349, 100
107.812, 350, 100
108.128, 350, 101
108.128, 350, 102
109.663, 350, 103
109.838, 351, 103
109.855, 352, 103
109.944, 352, 104
110.875, 353, 104
110.875, 354, 104
112.196, 354, 105
112.389, 354, 106
112.898, 355, 106
112.986, 356, 106
113.743, 356, 107
113.866, 356, 108
115.029, 357, 108
115.029, 358, 108
115.593, 358, 109
116.099, 358, 110
117.083, 359, 110
117.083, 360, 110
117.295, 360, 111
117.682, 360, 112
118.93, 360, 113
119.704, 360, 114
120.093, 358, 114
120.111, 359, 114
120.111, 360, 114
120.993, 360, 115
121.081, 360, 116
121.116, 356, 116
121.116, 357, 116
121.381, 358, 116
121.399, 359, 116
121.399, 360, 116
122.405, 354, 116
122.405, 355, 116
122.405, 356, 116
122.405, 357, 116
122.405, 358, 116
122.582, 359, 116
122.6, 360, 116
122.971, 360, 117
123.2, 360, 118
123.607, 352, 118
123.642, 353, 118
124.576, 353, 119
124.647, 343, 119
124.647, 344, 119
124.647, 345, 119
124.647, 346, 119
124.665, 347, 119
124.665, 348, 119
124.665, 349, 119
124.665, 350, 119
124.7, 350, 120
124.7, 351, 120
124.718, 352, 120
124.753, 353, 120
124.771, 354, 120
124.771, 355, 120
124.787, 356, 120
124.787, 357, 120
124.787, 358, 120
124.787, 359, 120
125.017, 360, 120
125.017, 361, 120
125.017, 362, 120
125.017, 363, 120
125.017, 364, 120
125.035, 365, 120
125.052, 366, 120
125.088, 367, 120
125.193, 368, 120
126.233, 369, 120
126.233, 370, 120
126.286, 370, 121
126.762, 370, 122
128.189, 370, 123
128.26, 371, 123
128.26, 372, 123
128.383, 372, 124
129.28, 373, 124
129.297, 374, 124
130.175, 374, 125
130.65, 374, 126
131.299, 375, 126
131.317, 376, 126
132.126, 376, 127
132.391, 376, 128
133.326, 377, 128
133.344, 378, 128
134.1, 378, 129
134.682, 378, 130
135.352, 379, 130
135.405, 380, 130
135.635, 380, 131
135.9, 380, 132
137.412, 381, 132
137.43, 382, 132
137.553, 382, 133
137.902, 382, 134
139.484, 383, 134
139.484, 384, 134
139.608, 384, 135
139.766, 384, 136
140.504, 385, 136
140.504, 386, 136
141.452, 386, 137
141.892, 386, 138
142.525, 387, 138
142.543, 388, 138
142.949, 388, 139
143.547, 388, 140
144.55, 389, 140
144.621, 390, 140
144.991, 390, 141
145.643, 390, 142
146.645, 391, 142
146.645, 392, 142
146.945, 392, 143
147.438, 392, 144
148.668, 393, 144
148.702, 394, 144
148.966, 394, 145
149.688, 394, 146
150.569, 394, 147
150.71, 395, 147
150.886, 396, 147
151.099, 396, 148
151.894, 397, 148
151.929, 398, 148
153.052, 398, 149
153.104, 398, 150
153.948, 399, 150
153.948, 400, 150
154.794, 400, 151
154.901, 400, 152
155.975, 401, 152
155.993, 402, 152
156.574, 402, 153
157.016, 402, 154
157.98, 402, 155
158.386, 402, 156
159.004, 400, 156
159.004, 401, 156
159.022, 402, 156
159.146, 403, 156
159.146, 404, 156
159.146, 405, 156
160.151, 403, 156
160.151, 404, 156
160.151, 405, 156
160.239, 405, 157
160.681, 405, 158
161.139, 401, 158
161.42, 402, 158
161.523, 403, 158
161.611, 404, 158
161.611, 405, 158
161.929, 405, 159
162.264, 405, 160
162.6, 399, 160
162.653, 400, 160
162.653, 401, 160
162.671, 402, 160
162.671, 403, 160
162.671, 404, 160
162.671, 405, 160
162.671, 406, 160
162.688, 407, 160
162.706, 408, 160
162.706, 409, 160
162.812, 410, 160
164.288, 410, 161
164.552, 410, 162
165.732, 410, 163
165.819, 411, 163
165.89, 412, 163
166.083, 412, 164
166.891, 413, 164
166.891, 414, 164
167.669, 414, 165
168.14, 414, 166
168.826, 414, 167
168.932, 415, 167
168.932, 416, 167
169.513, 416, 168
169.938, 417, 168
169.938, 418, 168
171.381, 418, 169
171.503, 418, 170
172.679, 418, 171
172.995, 419, 171
173.031, 420, 171
173.383, 420, 172
174.035, 421, 172
174.052, 422, 172
175.039, 422, 173
175.075, 422, 174
176.062, 423, 174
176.166, 424, 174
176.605, 424, 175
176.657, 424, 176
178.203, 425, 176
178.221, 426, 176
179.033, 426, 177
179.173, 426, 178
180.227, 427, 178
180.298, 428, 178
180.369, 428, 179
180.634, 428, 180
182.302, 429, 180
182.32, 430, 180
182.795, 430, 181
183.007, 430, 182
184.287, 430, 183
184.658, 430, 184
185.312, 428, 184
185.312, 429, 184
185.312, 430, 184
186.319, 426, 184
186.319, 427, 184
186.319, 428, 184
186.337, 429, 184
186.337, 430, 184
186.354, 430, 185
186.39, 430, 186
187.325, 424, 186
187.325, 425, 186
187.325, 426, 186
187.325, 427, 186
188.155, 427, 187
188.331, 419, 187
188.349, 420, 187
188.367, 421, 187
188.367, 421, 188
188.384, 422, 188
188.402, 423, 188
188.42, 424, 188
188.437, 425, 188
188.437, 426, 188
188.455, 427, 188
188.455, 428, 188
189.462, 418, 188
189.462, 419, 188
189.48, 420, 188
189.498, 421, 188
189.515, 422, 188
189.515, 423, 188
189.568, 424, 188
189.568, 425, 188
189.586, 426, 188
189.586, 427, 188
189.869, 427, 189
190.028, 427, 190
190.593, 415, 190
190.593, 416, 190
190.611, 417, 190
190.611, 418, 190
190.611, 419, 190
190.664, 420, 190
190.682, 421, 190
190.699, 422, 190
190.734, 423, 190
190.734, 424, 190
190.822, 425, 190
190.911, 426, 190
191.087, 427, 190
191.158, 428, 190
191.158, 429, 190
191.176, 430, 190
191.193, 431, 190
191.193, 432, 190
191.211, 433, 190
191.211, 434, 190
191.211, 435, 190
191.211, 436, 190
191.211, 437, 190
191.211, 438, 190
191.229, 439, 190
191.458, 440, 190
191.546, 440, 191
192.213, 440, 192
193.551, 441, 192
193.587, 442, 192
193.868, 442, 193
194.115, 442, 194
194.622, 443, 194
194.622, 444, 194
195.554, 444, 195
196.065, 444, 196
196.648, 445, 196
196.683, 446, 196
197.599, 446, 197
197.898, 446, 198
198.706, 447, 198
198.742, 448, 198
199.234, 448, 199
199.287, 448, 200
199.744, 449, 200
200.009, 450, 200
201.119, 450, 201
201.419, 450, 202
203.033, 450, 203
203.033, 451, 203
203.103, 452, 203
203.21, 452, 204
204.126, 453, 204
204.143, 454, 204
205.007, 454, 205
205.2, 454, 206
206.148, 455, 206
206.183, 456, 206
206.711, 456, 207
206.906, 456, 208
208.631, 456, 209
208.684, 457, 209
208.684, 458, 209
209.037, 458, 210
209.69, 459, 210
209.69, 460, 210
210.534, 460, 211
210.658, 460, 212
211.745, 461, 212
211.745, 462, 212
212.132, 462, 213
212.395, 462, 214
213.784, 463, 214
213.802, 464, 214
214.382, 464, 215
214.434, 464, 216
215.754, 464, 217
215.842, 465, 217
215.913, 466, 217
216.019, 466, 218
216.916, 467, 218
216.916, 468, 218
217.866, 468, 219
217.937, 468, 220
218.943, 469, 220
219.047, 470, 220
219.436, 470, 221
219.613, 470, 222
221.124, 471, 222
221.16, 472, 222
221.879, 472, 223
222.073, 472, 224
222.987, 472, 225
223.178, 473, 225
223.195, 474, 225
223.581, 474, 226
224.21, 475, 226
224.228, 476, 226
225.39, 476, 227
225.743, 476, 228
226.236, 477, 228
226.889, 477, 229
227.243, 475, 229
227.243, 476, 229
227.26, 477, 229
227.278, 478, 229
227.419, 478, 230
228.333, 479, 230
228.333, 480, 230
229.177, 480, 231
229.282, 480, 232
230.355, 481, 232
230.355, 482, 232
230.6, 482, 233
230.882, 482, 234
232.36, 483, 234
232.413, 484, 234
232.5, 484, 235
232.782, 484, 236
234.401, 484, 237
234.418, 485, 237
234.418, 486, 237
234.612, 486, 238
235.457, 487, 238
235.457, 488, 238
236.107, 488, 239
236.567, 488, 240
237.498, 489, 240
237.604, 490, 240
237.604, 490, 241
237.92, 490, 242
238.624, 491, 242
238.624, 492, 242
239.642, 492, 243
239.906, 492, 244
240.681, 493, 244
241.404, 494, 244
241.616, 494, 245
242.021, 494, 246
242.406, 495, 246
242.406, 496, 246
243.32, 496, 247
243.374, 496, 248
244.427, 497, 248
244.445, 498, 248
245.68, 498, 249
245.804, 498, 250
246.543, 499, 250
246.578, 500, 250
246.879, 500, 251
247.159, 500, 252
247.614, 501, 252
248.621, 499, 252
248.621, 500, 252
248.639, 501, 252
248.975, 502, 252
249.221, 502, 253
249.434, 502, 254
250.733, 502, 255
250.98, 502, 256
251.033, 503, 256
251.033, 504, 256
252.054, 505, 256
252.054, 506, 256
253.074, 506, 257
253.599, 506, 258
254.056, 507, 258
254.126, 508, 258
254.391, 508, 259
254.637, 508, 260
256.219, 509, 260
256.219, 510, 260
256.657, 510, 261
256.815, 510, 262
258.146, 510, 263
258.164, 510, 264
258.252, 511, 264
258.464, 512, 264
259.552, 513, 264
259.57, 514, 264
260.554, 514, 265
261.046, 514, 266
261.61, 515, 266
261.645, 516, 266
261.946, 516, 267
261.963, 516, 268
263.772, 517, 268
263.789, 518, 268
264.072, 518, 269
264.459, 518, 270
266.006, 518, 271
266.024, 518, 272
266.801, 516, 272
266.801, 517, 272
266.801, 518, 272
266.942, 519, 272
267.082, 520, 272
267.136, 521, 272
267.136, 522, 272
268.105, 522, 273
268.105, 522, 274
269.158, 523, 274
269.175, 524, 274
269.614, 524, 275
269.632, 524, 276
271.18, 525, 276
271.198, 526, 276
271.81, 526, 277
272.004, 526, 278
273.182, 526, 279
273.217, 527, 279
273.481, 527, 280
273.534, 528, 280
274.801, 529, 280
274.819, 530, 280
275.261, 530, 281
275.384, 530, 282
276.667, 530, 283
276.912, 531, 283
276.912, 532, 283
277.141, 532, 284
278.092, 533, 284
278.109, 534, 284
278.743, 534, 285
278.918, 534, 286
280.198, 535, 286
280.198, 536, 286
280.216, 536, 287
281.011, 536, 288
281.241, 537, 288
281.241, 538, 288
282.437, 538, 289
282.578, 538, 290
284.036, 538, 291
284.283, 539, 291
284.353, 540, 291
284.935, 540, 292
285.377, 541, 292
285.394, 542, 292
286.448, 542, 293
286.677, 542, 294
287.4, 543, 294
287.418, 544, 294
288.104, 544, 295
288.316, 544, 296
289.457, 545, 296
289.457, 546, 296
289.897, 546, 297
290.213, 546, 298
291.497, 547, 298
291.497, 548, 298
291.813, 548, 299
292.285, 548, 300
292.514, 549, 300
292.55, 550, 300
293.726, 550, 301
293.92, 550, 302
295.514, 550, 303
295.567, 551, 303
295.567, 552, 303
295.989, 552, 304
296.604, 553, 304
296.604, 554, 304
297.518, 554, 305
298.15, 554, 306
298.855, 554, 307
299.616, 552, 307
299.672, 553, 307
299.672, 554, 307
299.989, 554, 308
300.679, 550, 308
300.679, 551, 308
300.698, 552, 308
300.698, 553, 308
300.698, 554, 308
300.717, 555, 308
300.717, 556, 308
300.717, 557, 308
300.717, 558, 308
301.683, 558, 309
301.736, 558, 310
302.758, 559, 310
303.093, 559, 311
303.146, 560, 311
304.096, 560, 312
304.183, 561, 312
304.201, 562, 312
305.012, 562, 313
305.186, 562, 314
306.263, 563, 314
306.281, 564, 314
306.704, 564, 315
307.445, 564, 316
308.532, 565, 316
308.532, 566, 316
308.656, 566, 317
308.691, 566, 318
310.573, 566, 319
311.333, 566, 320
311.545, 564, 320
311.545, 565, 320
311.545, 566, 320
311.634, 567, 320
311.704, 568, 320
311.722, 569, 320
311.722, 570, 320
312.583, 570, 321
312.723, 570, 322
313.743, 571, 322
313.796, 572, 322
314.13, 572, 323
314.867, 572, 324
315.816, 573, 324
315.851, 574, 324
316.238, 574, 325
316.238, 574, 326
317.013, 575, 326
317.595, 575, 327
318.017, 573, 327
318.034, 574, 327
318.635, 574, 328
318.971, 575, 328
318.971, 576, 328
318.988, 577, 328
318.988, 578, 328
319.907, 578, 329
320.171, 578, 330
320.995, 579, 330
321.03, 580, 330
321.504, 580, 331
321.941, 580, 332
323.048, 581, 332
323.048, 582, 332
323.628, 582, 333
323.979, 582, 334
325.123, 583, 334
325.158, 584, 334
325.493, 584, 335
325.598, 584, 336
327.192, 585, 336
327.226, 586, 336
327.279, 586, 337
327.808, 586, 338
329.236, 587, 338
329.271, 588, 338
329.413, 588, 339
329.694, 588, 340
331.223, 588, 341
331.276, 589, 341
331.311, 590, 341
331.998, 590, 342
332.368, 591, 342
332.368, 592, 342
333.279, 592, 343
333.401, 592, 344
334.453, 593, 344
334.453, 594, 344
334.664, 594, 345
335.14, 594, 346
336.492, 595, 346
336.563, 596, 346
336.969, 596, 347
337.198, 596, 348
338.572, 596, 349
338.59, 597, 349
338.59, 598, 349
338.907, 598, 350
339.631, 599, 350
340.637, 597, 350
340.637, 598, 350
340.655, 599, 350
340.655, 600, 350
340.744, 600, 351
340.832, 600, 352
341.676, 601, 352
341.694, 602, 352
342.204, 602, 353
342.238, 602, 354
343.713, 603, 354
343.731, 604, 354
344.188, 604, 355
344.45, 604, 356
345.749, 605, 356
345.784, 606, 356
345.908, 606, 357
346.286, 606, 358
347.711, 606, 359
347.869, 607, 359
347.869, 608, 359
348.254, 608, 360
348.87, 609, 360
348.888, 610, 360
349.838, 610, 361
350.067, 610, 362
350.966, 611, 362
350.983, 612, 362
351.619, 612, 363
351.742, 612, 364
353.026, 613, 364
353.062, 614, 364
353.678, 614, 365
353.836, 614, 366
355.105, 615, 366
355.122, 616, 366
355.387, 616, 367
355.545, 616, 368
356.142, 617, 368
356.177, 618, 368
357.301, 618, 369
357.794, 618, 370
358.99, 618, 371
359.025, 618, 372
359.218, 619, 372
359.218, 620, 372
360.238, 621, 372
360.238, 622, 372
360.694, 622, 373
361.399, 622, 374
362.278, 623, 374
362.507, 623, 375
362.525, 624, 375
362.86, 624, 376
363.669, 625, 376
363.669, 626, 376
364.917, 626, 377
365.18, 626, 378
365.723, 627, 378
365.723, 628, 378
366.302, 628, 379
366.497, 628, 380
367.747, 629, 380
367.799, 630, 380
368.221, 630, 381
368.784, 630, 382
369.823, 631, 382
369.858, 632, 382
369.982, 632, 383
370.211, 632, 384
371.688, 632, 385
372.324, 632, 386
372.854, 630, 386
372.871, 631, 386
372.871, 632, 386
372.871, 633, 386
372.889, 634, 386
372.889, 635, 386
372.889, 636, 386
373.997, 636, 387
374.138, 636, 388
374.914, 637, 388
374.95, 638, 388
375.777, 638, 389
376.164, 638, 390
377.328, 639, 390
377.381, 640, 390
377.646, 640, 391
378.208, 640, 392
378.383, 641, 392
378.401, 642, 392
379.437, 642, 393
379.455, 642, 394
380.473, 643, 394
380.95, 644, 394
381.461, 644, 395
381.971, 645, 395
381.971, 646, 395
382.024, 646, 396
383.326, 646, 397
383.397, 646, 398
384.837, 646, 399
385.014, 647, 399
385.032, 648, 399
385.997, 648, 400
386.032, 649, 400
386.05, 650, 400
387.212, 650, 401
387.3, 650, 402
388.057, 651, 402
388.109, 652, 402
388.551, 652, 403
389.82, 652, 404
390.135, 653, 404
390.153, 654, 404
390.629, 654, 405
391.47, 654, 406
392.158, 654, 407
392.176, 655, 407
392.176, 656, 407
393.197, 657, 407
393.232, 658, 407
393.285, 658, 408
394.501, 658, 409
394.819, 658, 410
395.539, 659, 410
395.539, 660, 410
396.139, 660, 411
397.11, 660, 412
397.673, 661, 412
397.673, 662, 412
398.36, 662, 413
398.747, 662, 414
399.735, 663, 414
399.735, 664, 414
400.244, 664, 415
400.862, 664, 416
401.671, 664, 417
401.742, 665, 417
401.76, 665, 418
401.777, 666, 418
402.889, 667, 418
402.889, 668, 418
403.751, 668, 419
404.721, 668, 420
404.967, 669, 420
404.967, 670, 420
405.352, 670, 421
405.598, 670, 422
405.985, 671, 422
406.003, 672, 422
407.617, 672, 423
408.654, 672, 424
409.023, 673, 424
409.04, 674, 424
409.339, 674, 425
409.726, 674, 426
410.044, 675, 426
410.079, 676, 426
411.429, 676, 427
411.9, 676, 428
413.094, 676, 429
413.112, 677, 429
413.112, 678, 429
413.603, 678, 430
414.112, 679, 430
414.164, 680, 430
415.361, 680, 431
415.413, 680, 432
416.168, 681, 432
416.168, 682, 432
417.05, 682, 433
417.524, 682, 434
418.177, 683, 434
418.212, 684, 434
419.216, 684, 435
419.216, 684, 436
420.995, 684, 437
421.154, 684, 438
421.223, 682, 438
421.223, 683, 438
421.223, 684, 438
422.228, 680, 438
422.246, 681, 438
422.246, 682, 438
422.264, 683, 438
422.281, 684, 438
422.847, 684, 439
423.147, 684, 440
423.27, 678, 440
423.323, 679, 440
423.323, 680, 440
423.323, 681, 440
423.341, 682, 440
423.359, 683, 440
