Time, Plan
0.242, 1
0.82, 2
0.855, 3
0.907, 4
0.942, 5
1.296, 6
1.648, 7
1.789, 8
1.982, 9
2.088, 10
2.997, 11
3.014, 12
3.031, 13
3.436, 14
3.841, 15
5.129, 16
5.323, 17
7.458, 18
7.476, 19
8.518, 20
9.242, 21
10.32, 22
10.902, 23
11.29, 24
12.86, 25
12.913, 26
13.407, 27
13.513, 28
15.134, 29
16.388, 30
16.423, 31
16.6, 32
17.394, 33
17.712, 34
17.712, 35
23.715, 33
23.944, 34
24.226, 35
31.728, 31
31.781, 32
32.522, 33
32.681, 34
32.752, 35
33.953, 36
35.136, 37
35.699, 38
36.829, 39
36.847, 40
37.73, 41
38.101, 42
38.894, 43
38.947, 44
39.247, 45
45.243, 43
45.825, 44
46.85, 45
46.903, 46
47.009, 47
47.044, 48
47.115, 49
47.645, 50
47.663, 51
48.297, 52
48.386, 53
48.403, 54
48.615, 55
48.633, 56
49.76, 57
50.165, 58
52.298, 59
52.316, 60
52.475, 61
52.545, 62
53.372, 63
53.514, 64
53.971, 65
54.183, 66
54.306, 67
54.816, 68
55.081, 69
61.079, 67
62.298, 68
62.776, 69
62.811, 70
62.882, 71
63.217, 72
63.906, 73
64.717, 74
64.734, 75
65.83, 76
66.113, 77
72.116, 75
72.681, 76
72.752, 77
73.562, 78
75.062, 79
77.039, 80
77.357, 81
77.657, 82
77.746, 83
77.815, 84
78.362, 85
78.362, 86
78.38, 87
78.451, 88
79.351, 89
79.933, 90
80.286, 91
81.044, 92
81.538, 93
81.626, 94
82.137, 95
82.72, 96
82.827, 97
83.586, 98
83.657, 99
84.487, 100
84.767, 101
85.331, 102
85.402, 103
85.56, 104
86.018, 105
86.847, 106
87.076, 107
88.577, 108
88.754, 109
88.772, 110
89.652, 111
89.67, 112
90.006, 113
90.675, 114
90.71, 115
90.993, 116
91.01, 117
91.363, 118
91.469, 119
91.699, 120
91.84, 121
92.052, 122
92.406, 123
92.476, 124
92.706, 125
98.706, 123
98.759, 124
98.759, 125
106.262, 121
106.596, 122
106.737, 123
107.003, 124
107.814, 125
108.096, 126
108.361, 127
108.554, 128
108.678, 129
108.872, 130
109.118, 131
110.291, 132
116.284, 130
116.443, 131
116.549, 132
116.937, 133
117.078, 134
117.273, 135
117.732, 136
119.232, 137
119.497, 138
119.638, 139
119.797, 140
120.238, 141
120.274, 142
120.327, 143
121.723, 144
121.793, 145
121.811, 146
122.322, 147
122.57, 148
122.976, 149
123.504, 150
123.54, 151
123.575, 152
124.104, 153
124.263, 154
124.792, 155
125.021, 156
125.233, 157
125.286, 158
125.322, 159
126.098, 160
126.752, 161
128.761, 162
130.791, 163
130.862, 164
136.863, 162
136.899, 163
137.762, 164
145.261, 160
145.668, 161
145.86, 162
146.036, 163
146.178, 164
155.54, 158
156.015, 159
156.086, 160
156.368, 161
156.844, 162
156.968, 163
157.25, 164
168.976, 156
