Time, Catch
22.188, 1
24.409, 2
25.821, 3
26.738, 4
28.08, 5
28.344, 6
30.021, 7
30.215, 8
32.104, 9
32.298, 10
33.831, 11
33.849, 12
35.631, 13
36.126, 14
37.997, 15
38.032, 16
39.286, 17
39.781, 18
41.494, 19
41.636, 20
42.889, 21
43.366, 22
44.989, 23
45.095, 24
46.631, 25
46.684, 26
48.554, 27
49.383, 28
50.228, 29
50.334, 30
52.432, 31
52.715, 32
54.02, 33
54.585, 34
56.439, 35
56.775, 36
57.852, 37
58.311, 38
60.131, 39
60.413, 40
61.702, 41
62.533, 42
63.872, 43
64.454, 44
65.885, 45
66.733, 46
67.722, 47
67.899, 48
69.663, 49
69.999, 50
71.517, 51
71.712, 52
73.299, 53
73.828, 54
74.764, 55
75.947, 56
76.901, 57
77.307, 58
79.054, 59
79.548, 60
80.678, 61
81.506, 62
82.459, 63
83.095, 64
84.134, 65
85.318, 66
86.624, 67
86.924, 68
