Time, Plan
0, 1
0, 2
0, 3
0, 4
0, 5
0, 6
0, 7
0, 8
0, 9
0, 10
0, 11
0.14, 12
0.14, 13
0.14, 14
0.197, 15
0.197, 16
0.214, 17
0.214, 18
0.214, 19
0.214, 20
0.32, 21
0.32, 22
0.338, 23
0.338, 24
0.338, 25
0.356, 26
0.356, 27
0.409, 28
1.907, 26
1.907, 27
1.907, 28
3.548, 24
3.548, 25
3.548, 26
3.548, 27
3.566, 28
5.344, 22
5.344, 23
5.344, 24
5.344, 25
5.344, 26
5.362, 27
5.362, 28
7.339, 20
7.339, 21
7.356, 22
7.356, 23
7.356, 24
7.356, 25
7.356, 26
7.409, 27
7.409, 28
9.632, 18
9.632, 19
9.65, 20
9.721, 21
9.738, 22
9.774, 23
9.774, 24
9.774, 25
9.774, 26
9.774, 27
9.774, 28
9.774, 29
9.809, 30
9.809, 31
9.827, 32
9.827, 33
9.844, 34
9.862, 35
9.862, 36
9.862, 37
9.862, 38
9.88, 39
9.88, 40
9.915, 41
9.915, 42
9.933, 43
9.933, 44
9.933, 45
9.933, 46
9.933, 47
9.933, 48
9.95, 49
9.95, 50
9.986, 51
9.986, 52
9.986, 53
9.986, 54
10.162, 55
11.662, 53
11.662, 54
11.662, 55
11.662, 56
11.679, 57
11.679, 58
11.697, 59
11.697, 60
11.715, 61
11.715, 62
11.75, 63
11.768, 64
11.768, 65
11.803, 66
11.821, 67
11.821, 68
11.821, 69
11.856, 70
13.372, 68
13.372, 69
13.372, 70
14.996, 66
15.014, 67
15.032, 68
15.049, 69
15.049, 70
16.834, 64
17.468, 65
17.574, 66
17.574, 67
17.592, 68
17.592, 69
17.592, 70
19.568, 62
19.568, 63
19.568, 64
19.568, 65
19.745, 66
19.745, 67
19.761, 68
19.761, 69
19.761, 70
19.761, 71
19.761, 72
19.761, 73
19.761, 74
19.779, 75
19.779, 76
19.797, 77
19.797, 78
19.797, 79
19.797, 80
19.85, 81
19.85, 82
19.85, 83
19.956, 84
19.956, 85
20.027, 86
20.062, 87
20.062, 88
20.062, 89
20.062, 90
20.08, 91
20.08, 92
20.08, 93
20.097, 94
20.097, 95
20.115, 96
20.115, 97
20.115, 98
20.115, 99
20.133, 100
20.133, 101
20.15, 102
20.15, 103
20.15, 104
20.15, 105
20.15, 106
20.15, 107
20.15, 108
20.15, 109
20.168, 110
20.168, 111
20.168, 112
20.186, 113
21.686, 111
21.686, 112
21.704, 113
21.704, 114
21.704, 115
21.704, 116
21.704, 117
21.704, 118
21.792, 119
21.792, 120
21.792, 121
21.792, 122
21.792, 123
22.269, 124
22.269, 125
22.269, 126
22.269, 127
22.428, 128
22.499, 129
22.499, 130
22.516, 131
22.516, 132
22.516, 133
22.516, 134
22.552, 135
22.569, 136
22.569, 137
22.586, 138
22.586, 139
22.586, 140
22.586, 141
23.187, 142
23.187, 143
23.346, 144
23.346, 145
23.346, 146
23.346, 147
23.346, 148
23.346, 149
23.381, 150
24.88, 148
24.898, 149
24.898, 150
26.523, 146
26.523, 147
26.523, 148
26.54, 149
26.54, 150
28.323, 144
28.341, 145
28.341, 146
28.358, 147
28.393, 148
28.393, 149
28.393, 150
30.368, 142
30.368, 143
30.386, 144
30.386, 145
30.386, 146
30.403, 147
30.403, 148
30.403, 149
30.403, 150
32.629, 140
32.647, 141
32.787, 142
32.787, 143
32.787, 144
32.787, 145
32.787, 146
32.787, 147
32.787, 148
32.787, 149
32.787, 150
32.805, 151
32.805, 152
32.805, 153
32.805, 154
32.805, 155
32.805, 156
32.822, 157
32.822, 158
32.822, 159
32.822, 160
32.858, 161
32.875, 162
32.893, 163
32.893, 164
32.911, 165
32.928, 166
32.946, 167
32.946, 168
32.964, 169
32.964, 170
32.964, 171
34.48, 169
34.48, 170
34.48, 171
36.103, 167
36.103, 168
36.103, 169
36.12, 170
36.12, 171
36.12, 172
36.138, 173
36.173, 174
36.173, 175
36.173, 176
36.173, 177
36.173, 178
36.173, 179
36.191, 180
36.35, 181
36.35, 182
36.35, 183
36.368, 184
36.368, 185
36.368, 186
36.368, 187
36.368, 188
36.368, 189
36.368, 190
37.869, 188
37.904, 189
37.922, 190
39.547, 186
39.547, 187
39.565, 188
39.565, 189
39.565, 190
41.349, 184
41.349, 185
41.349, 186
41.366, 187
41.366, 188
41.366, 189
41.366, 190
43.344, 182
43.344, 183
43.362, 184
43.362, 185
43.38, 186
43.38, 187
43.38, 188
43.38, 189
43.397, 190
45.624, 180
45.766, 181
45.766, 182
45.766, 183
45.766, 184
45.766, 185
45.801, 186
45.801, 187
45.801, 188
45.801, 189
45.801, 190
48.327, 178
48.839, 179
48.875, 180
48.945, 181
49.016, 182
49.016, 183
49.034, 184
49.034, 185
49.034, 186
49.034, 187
49.034, 188
49.051, 189
49.069, 190
49.069, 191
49.14, 192
49.422, 193
49.422, 194
49.44, 195
49.44, 196
49.44, 197
49.44, 198
49.458, 199
49.458, 200
49.511, 201
49.723, 202
51.223, 200
51.223, 201
51.223, 202
52.845, 198
52.933, 199
52.95, 200
53.003, 201
53.003, 202
54.782, 196
54.782, 197
55.613, 198
55.613, 199
55.613, 200
55.63, 201
55.666, 202
57.644, 194
57.644, 195
57.644, 196
57.644, 197
57.644, 198
57.644, 199
57.68, 200
57.715, 201
57.794, 202
60.03, 192
60.083, 193
62.608, 181
62.661, 182
62.661, 183
62.661, 184
62.679, 185
62.679, 186
62.679, 187
62.679, 188
62.697, 189
62.697, 190
62.715, 191
62.732, 192
62.732, 193
62.732, 194
62.732, 195
62.732, 196
62.75, 197
62.75, 198
62.75, 199
62.75, 200
62.768, 201
62.768, 202
62.785, 203
63.156, 204
63.174, 205
63.174, 206
63.174, 207
63.174, 208
63.191, 209
63.209, 210
63.209, 211
63.227, 212
63.227, 213
63.262, 214
64.763, 212
64.763, 213
64.763, 214
64.816, 215
64.851, 216
64.851, 217
64.851, 218
64.851, 219
64.869, 220
64.886, 221
64.904, 222
64.992, 223
66.489, 221
66.489, 222
66.701, 223
68.337, 219
68.337, 220
68.337, 221
68.337, 222
68.425, 223
68.425, 224
68.46, 225
68.46, 226
68.46, 227
68.46, 228
68.496, 229
68.496, 230
68.496, 231
68.514, 232
70.015, 230
70.015, 231
70.015, 232
70.298, 233
70.298, 234
70.298, 235
70.351, 236
70.351, 237
70.403, 238
70.421, 239
70.439, 240
70.474, 241
70.474, 242
70.58, 243
70.615, 244
70.615, 245
70.633, 246
70.633, 247
70.668, 248
70.668, 249
70.686, 250
70.703, 251
70.703, 252
70.721, 253
72.237, 251
72.237, 252
72.237, 253
73.861, 249
73.861, 250
73.861, 251
73.861, 252
73.879, 253
73.967, 254
74.003, 255
74.073, 256
74.073, 257
74.073, 258
75.574, 256
75.574, 257
75.574, 258
75.592, 259
75.592, 260
75.592, 261
75.592, 262
75.628, 263
75.628, 264
76.334, 265
76.369, 266
76.422, 267
76.422, 268
76.422, 269
76.44, 270
76.511, 271
76.511, 272
76.528, 273
76.528, 274
