Time, Plan, Executed
34.845, 166, 15
36.744, 166, 16
37.326, 166, 17
37.921, 167, 17
37.921, 168, 17
40.438, 168, 18
40.964, 168, 19
41.949, 169, 19
41.949, 170, 19
44.481, 170, 20
44.622, 170, 21
45.977, 171, 21
46.118, 172, 21
48.084, 172, 22
48.68, 172, 23
49.136, 173, 23
49.154, 174, 23
51.773, 174, 24
52.055, 174, 25
53.251, 175, 25
53.287, 176, 25
55.445, 176, 26
55.462, 176, 27
56.308, 177, 27
56.325, 178, 27
59.239, 178, 28
59.486, 178, 29
60.348, 179, 29
60.383, 180, 29
62.841, 180, 30
62.964, 180, 31
64.405, 181, 31
64.422, 182, 31
66.484, 182, 32
66.871, 182, 33
67.436, 183, 33
67.454, 184, 33
69.984, 184, 34
70.477, 184, 35
71.495, 185, 35
71.513, 186, 35
74.033, 186, 36
74.437, 186, 37
76.423, 187, 37
76.441, 188, 37
77.847, 188, 38
78.165, 188, 39
79.465, 189, 39
79.693, 190, 39
81.138, 190, 40
82.156, 190, 41
83.72, 191, 41
83.72, 192, 41
84.477, 192, 42
85.725, 192, 43
86.78, 193, 43
86.78, 194, 43
88.54, 194, 44
89.505, 194, 45
90.84, 195, 45
90.893, 196, 45
91.899, 196, 46
92.76, 196, 47
92.954, 197, 47
92.954, 198, 47
95.821, 198, 48
96.191, 198, 49
97.003, 199, 49
97.003, 200, 49
99.5, 200, 50
100.171, 200, 51
101.016, 201, 51
101.069, 202, 51
103.413, 202, 52
104.138, 202, 53
105.138, 203, 53
105.138, 204, 53
107.13, 204, 54
108.01, 204, 55
108.205, 205, 55
108.223, 206, 55
110.791, 206, 56
112.004, 206, 57
113.287, 207, 57
113.358, 208, 57
114.995, 208, 58
115.311, 208, 59
116.382, 209, 59
116.382, 210, 59
118.566, 210, 60
118.794, 210, 61
119.408, 211, 61
119.443, 212, 61
122.403, 212, 62
122.702, 212, 63
123.476, 213, 63
123.528, 214, 63
126.029, 214, 64
126.239, 214, 65
127.543, 215, 65
127.614, 216, 65
129.811, 216, 66
130.252, 216, 67
131.678, 217, 67
131.678, 218, 67
133.507, 218, 68
133.525, 218, 69
134.705, 219, 69
134.722, 220, 69
137.344, 220, 70
137.396, 220, 71
138.789, 221, 71
138.807, 222, 71
140.849, 222, 72
141.324, 222, 73
141.83, 223, 73
141.865, 224, 73
144.364, 224, 74
145.35, 224, 75
146.882, 225, 75
146.9, 226, 75
148.376, 226, 76
148.993, 226, 77
149.925, 227, 77
149.925, 228, 77
151.951, 228, 78
152.6, 228, 79
152.971, 229, 79
152.971, 230, 79
155.449, 230, 80
156.154, 230, 81
156.998, 231, 81
156.998, 232, 81
159.159, 232, 82
160.072, 232, 83
161.022, 233, 83
161.039, 234, 83
163.218, 234, 84
163.447, 234, 85
164.13, 235, 85
164.13, 236, 85
167.082, 236, 86
167.082, 236, 87
168.191, 237, 87
168.191, 238, 87
170.932, 238, 88
171.02, 238, 89
172.216, 239, 89
172.216, 240, 89
174.29, 240, 90
174.711, 240, 91
176.256, 241, 91
176.256, 242, 91
177.94, 242, 92
178.045, 242, 93
179.293, 243, 93
179.293, 244, 93
181.47, 244, 94
181.488, 244, 95
183.336, 245, 95
183.494, 246, 95
185.075, 246, 96
185.567, 246, 97
186.516, 247, 97
186.534, 248, 97
188.926, 248, 98
189.101, 248, 99
190.561, 249, 99
190.683, 250, 99
192.441, 250, 100
192.793, 250, 101
193.757, 251, 101
193.757, 252, 101
196.164, 252, 102
196.588, 252, 103
197.767, 253, 103
197.837, 254, 103
199.526, 254, 104
200.123, 254, 105
200.863, 255, 105
200.881, 256, 105
203.485, 256, 106
203.644, 256, 107
204.91, 257, 107
204.997, 258, 107
206.809, 258, 108
206.878, 258, 109
208.035, 259, 109
208.035, 260, 109
210.585, 260, 110
210.797, 260, 111
212.063, 261, 111
212.099, 262, 111
214.383, 262, 112
214.4, 262, 113
215.156, 263, 113
215.156, 264, 113
217.95, 264, 114
218.708, 264, 115
219.218, 265, 115
219.236, 266, 115
221.416, 266, 116
221.979, 266, 117
222.242, 267, 117
222.242, 268, 117
225.058, 268, 118
225.795, 268, 119
226.286, 269, 119
226.286, 270, 119
229.044, 270, 120
229.588, 270, 121
230.309, 271, 121
230.327, 272, 121
232.714, 272, 122
233.714, 272, 123
235.35, 273, 123
235.403, 274, 123
236.391, 274, 124
237.289, 274, 125
238.469, 275, 125
238.469, 276, 125
240.391, 276, 126
241.165, 276, 127
242.484, 277, 127
242.519, 278, 127
243.734, 278, 128
244.492, 278, 129
245.545, 279, 129
245.58, 280, 129
247.425, 280, 130
247.917, 280, 131
248.637, 281, 131
248.637, 282, 131
250.882, 282, 132
251.847, 282, 133
252.675, 283, 133
252.693, 284, 133
254.627, 284, 134
255.28, 284, 135
255.719, 285, 135
255.736, 286, 135
258.816, 286, 136
259.079, 286, 137
259.763, 287, 137
259.763, 288, 137
262.063, 288, 138
262.697, 288, 139
263.787, 289, 139
263.805, 290, 139
265.592, 290, 140
266.172, 290, 141
266.841, 291, 141
266.859, 292, 141
269.411, 292, 142
270.01, 292, 143
270.89, 293, 143
270.908, 294, 143
273.263, 294, 144
273.879, 294, 145
274.984, 295, 145
274.984, 296, 145
276.692, 296, 146
277.272, 296, 147
278.065, 297, 147
278.065, 298, 147
280.177, 298, 148
281.391, 298, 149
282.114, 299, 149
282.132, 300, 149
284.124, 300, 150
284.95, 300, 151
285.215, 301, 151
285.215, 302, 151
288.1, 302, 152
289.085, 302, 153
290.304, 303, 153
290.304, 304, 153
291.959, 304, 154
292.241, 304, 155
293.334, 305, 155
293.352, 306, 155
295.41, 306, 156
295.864, 306, 157
297.374, 307, 157
297.409, 308, 157
299.174, 308, 158
299.592, 308, 159
300.455, 309, 159
300.474, 310, 159
302.463, 310, 160
303.38, 310, 161
303.506, 311, 161
303.525, 312, 161
306.5, 312, 162
306.993, 312, 163
307.565, 313, 163
307.565, 314, 163
310.331, 314, 164
310.729, 314, 165
311.592, 315, 165
311.611, 316, 165
313.506, 316, 166
314.565, 316, 167
315.659, 317, 167
315.696, 318, 167
316.893, 318, 168
317.63, 318, 169
317.793, 319, 169
317.812, 320, 169
320.266, 320, 170
321.723, 320, 171
322.845, 321, 171
322.901, 322, 171
324.409, 322, 172
324.907, 322, 173
325.995, 323, 173
326.014, 324, 173
328.127, 324, 174
328.511, 324, 175
329.065, 325, 175
329.121, 326, 175
331.853, 326, 176
332.551, 326, 177
333.187, 327, 177
333.206, 328, 177
335.52, 328, 178
335.817, 328, 179
337.257, 329, 179
337.946, 330, 179
339.158, 330, 180
339.858, 330, 181
340.983, 331, 181
340.983, 332, 181
342.754, 332, 182
343.465, 332, 183
344.031, 333, 183
344.031, 334, 183
346.725, 334, 184
347.055, 334, 185
348.061, 335, 185
348.079, 336, 185
350.397, 336, 186
350.836, 336, 187
352.113, 337, 187
352.169, 338, 187
354.419, 338, 188
354.529, 338, 189
355.195, 339, 189
355.214, 340, 189
357.911, 340, 190
358.538, 340, 191
359.312, 341, 191
359.331, 342, 191
361.052, 342, 192
362.096, 342, 193
363.368, 343, 193
363.405, 344, 193
364.509, 344, 194
365.841, 344, 195
367.474, 345, 195
367.474, 346, 195
367.974, 346, 196
369.587, 346, 197
370.509, 347, 197
370.509, 348, 197
371.797, 348, 198
372.792, 348, 199
373.549, 349, 199
373.568, 350, 199
375.695, 350, 200
376.388, 350, 201
377.613, 351, 201
377.613, 352, 201
379.597, 352, 202
380.277, 352, 203
380.647, 353, 203
380.647, 354, 203
383.157, 354, 204
383.652, 354, 205
384.733, 355, 205
384.751, 356, 205
387.097, 356, 206
387.134, 356, 207
387.8, 357, 207
387.893, 358, 207
390.479, 358, 208
391.23, 358, 209
391.932, 359, 209
391.932, 360, 209
394.319, 360, 210
394.319, 360, 211
395.953, 361, 211
395.972, 362, 211
397.945, 362, 212
398.017, 362, 213
399.012, 363, 213
399.068, 364, 213
401.635, 364, 214
402.303, 364, 215
403.114, 365, 215
403.133, 366, 215
405.783, 366, 216
405.969, 366, 217
407.205, 367, 217
407.223, 368, 217
409.367, 368, 218
409.679, 368, 219
411.507, 369, 219
411.526, 370, 219
412.795, 370, 220
413.325, 370, 221
414.582, 371, 221
414.582, 372, 221
416.475, 372, 222
416.766, 372, 223
417.635, 373, 223
417.635, 374, 223
420.228, 374, 224
420.393, 374, 225
421.697, 375, 225
421.697, 376, 225
423.99, 376, 226
424.191, 376, 227
425.729, 377, 227
425.747, 378, 227
427.623, 378, 228
428.226, 378, 229
428.855, 379, 229
428.855, 380, 229
431.317, 380, 230
432.183, 380, 231
432.939, 381, 231
432.939, 382, 231
435.044, 382, 232
435.799, 382, 233
435.981, 383, 233
435.981, 384, 233
438.979, 384, 234
439.422, 384, 235
440.029, 385, 235
440.029, 386, 235
442.515, 386, 236
442.903, 386, 237
444.069, 387, 237
444.069, 388, 237
445.988, 388, 238
446.558, 388, 239
447.163, 389, 239
447.201, 390, 239
449.907, 390, 240
450.402, 390, 241
451.253, 391, 241
451.269, 392, 241
453.893, 392, 242
454.313, 392, 243
455.328, 393, 243
455.346, 394, 243
457.627, 394, 244
458.035, 394, 245
458.383, 395, 245
458.383, 396, 245
461.122, 396, 246
461.73, 396, 247
463.817, 397, 247
463.836, 398, 247
464.775, 398, 248
465.657, 398, 249
466.872, 399, 249
466.984, 400, 249
468.535, 400, 250
468.794, 400, 251
470.175, 401, 251
470.193, 402, 251
471.817, 402, 252
472.519, 402, 253
473.249, 403, 253
473.249, 404, 253
475.877, 404, 254
476.172, 404, 255
477.423, 405, 255
477.46, 406, 255
479.454, 406, 256
479.565, 406, 257
480.513, 407, 257
480.531, 408, 257
483.146, 408, 258
483.275, 408, 259
484.897, 409, 259
485.194, 410, 259
486.518, 410, 260
486.98, 410, 261
489.215, 408, 261
489.234, 409, 261
489.234, 410, 261
490.241, 406, 261
490.241, 407, 261
490.556, 407, 262
490.593, 407, 263
491.247, 401, 263
491.247, 402, 263
491.265, 403, 263
491.471, 404, 263
491.564, 405, 263
491.601, 406, 263
492.599, 398, 263
492.618, 399, 263
492.618, 400, 263
492.674, 401, 263
492.674, 402, 263
492.674, 403, 263
492.674, 404, 263
492.767, 405, 263
492.784, 406, 263
492.784, 407, 263
492.802, 408, 263
492.819, 409, 263
492.838, 410, 263
492.857, 411, 263
492.857, 412, 263
492.857, 413, 263
492.875, 414, 263
493.873, 414, 264
494.41, 414, 265
494.888, 415, 265
494.906, 416, 265
497.691, 416, 266
498.077, 416, 267
498.977, 417, 267
498.994, 418, 267
501.33, 418, 268
501.719, 418, 269
503.022, 419, 269
503.041, 420, 269
505.048, 420, 270
505.159, 420, 271
506.079, 421, 271
506.209, 422, 271
508.872, 422, 272
509.057, 422, 273
510.236, 423, 273
510.236, 424, 273
512.271, 424, 274
512.494, 424, 275
513.271, 425, 275
513.29, 426, 275
515.759, 426, 276
516.071, 426, 277
517.373, 427, 277
517.41, 428, 277
519.309, 428, 278
520.14, 428, 279
520.47, 429, 279
520.47, 430, 279
522.962, 430, 280
523.742, 430, 281
524.537, 431, 281
524.537, 432, 281
526.755, 432, 282
527.105, 432, 283
528.577, 433, 283
528.595, 434, 283
530.699, 434, 284
530.883, 434, 285
531.621, 435, 285
531.657, 436, 285
533.942, 436, 286
534.181, 436, 287
535.771, 437, 287
535.865, 438, 287
537.871, 438, 288
537.983, 438, 289
538.885, 439, 289
538.885, 440, 289
541.93, 440, 290
542.021, 440, 291
542.921, 441, 291
542.957, 442, 291
545.283, 442, 292
545.507, 442, 293
546.993, 443, 293
547.012, 444, 293
549.568, 444, 294
549.568, 444, 295
551.071, 445, 295
551.09, 446, 295
552.971, 446, 296
552.989, 446, 297
554.131, 447, 297
554.149, 448, 297
556.521, 448, 298
556.777, 448, 299
558.217, 449, 299
558.254, 450, 299
559.95, 450, 300
560.425, 450, 301
561.305, 451, 301
561.341, 452, 301
563.862, 452, 302
564.043, 452, 303
565.399, 453, 303
565.399, 454, 303
567.504, 454, 304
567.649, 454, 305
568.458, 455, 305
568.458, 456, 305
571.037, 456, 306
571.591, 456, 307
572.508, 457, 307
572.525, 458, 307
574.71, 458, 308
574.903, 458, 309
575.588, 459, 309
575.606, 460, 309
578.137, 460, 310
578.769, 460, 311
579.699, 461, 311
579.858, 462, 311
581.651, 462, 312
582.411, 462, 313
582.946, 463, 313
582.962, 464, 313
